player_name,league,role,cluster,cluster_name
Mohammad Irfan (4),PSL,Bowler,2,Developing Bowlers
Mohammad Sami,CPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
Mohammad Sami,PSL,Bowler,3,"Economical Bowlers, Low Recent Activity"
Mohammad Umar,PSL,Bowler,2,Developing Bowlers
Mohammad Wasim,PSL,Bowler,1,Recent-Form Strike Bowlers
Mohammed Shami,IPL,Bowler,0,Experienced Wicket-Takers
Mohammed Siraj,IPL,Bowler,0,Experienced Wicket-Takers
Mohsin Khan,IPL,Bowler,1,Recent-Form Strike Bowlers
Muhammad Musa,PSL,Bowler,1,Recent-Form Strike Bowlers
Mujeeb Ur Rahman,BBL,Bowler,0,Experienced Wicket-Takers
Mujeeb Ur Rahman,CPL,Bowler,1,Recent-Form Strike Bowlers
Mujeeb Ur Rahman,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
Mujeeb Ur Rahman,PSL,Bowler,2,Developing Bowlers
Mujeeb Ur Rahman,T20_Blast,Bowler,3,"Economical Bowlers, Low Recent Activity"
Mukesh Choudhary,IPL,Bowler,1,Recent-Form Strike Bowlers
Mukesh Kumar,IPL,Bowler,1,Recent-Form Strike Bowlers
Mustafizur Rahman,IPL,Bowler,1,Recent-Form Strike Bowlers
N McAndrew,T20_Blast,Bowler,2,Developing Bowlers
NA Gordon,CPL,Bowler,2,Developing Bowlers
NA Sowter,T20_Blast,Bowler,0,Experienced Wicket-Takers
NB Cornwell,T20_Blast,Bowler,2,Developing Bowlers
ND Stewart,CPL,Bowler,2,Developing Bowlers
NJ Rimmington,BBL,Bowler,3,"Economical Bowlers, Low Recent Activity"
NJ Rimmington,T20_Blast,Bowler,0,Experienced Wicket-Takers
NL Buck,T20_Blast,Bowler,0,Experienced Wicket-Takers
NLTC Perera,CPL,Bowler,2,Developing Bowlers
NLTC Perera,PSL,Bowler,2,Developing Bowlers
NM Coulter-Nile,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
NM Hauritz,BBL,Bowler,2,Developing Bowlers
NM Lyon,BBL,Bowler,3,"Economical Bowlers, Low Recent Activity"
NO Miller,CPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
NRJ Young,CPL,Bowler,2,Developing Bowlers
NT Ellis,IPL,Bowler,1,Recent-Form Strike Bowlers
NT Ellis,T20_Blast,Bowler,1,Recent-Form Strike Bowlers
Naseem Shah,PSL,Bowler,0,Experienced Wicket-Takers
Navdeep Saini,IPL,Bowler,1,Recent-Form Strike Bowlers
Naveen-ul-Haq,CPL,Bowler,1,Recent-Form Strike Bowlers
Naveen-ul-Haq,IPL,Bowler,1,Recent-Form Strike Bowlers
Naveen-ul-Haq,PSL,Bowler,1,Recent-Form Strike Bowlers
Naveen-ul-Haq,T20_Blast,Bowler,1,Recent-Form Strike Bowlers
Noor Ahmad,CPL,Bowler,1,Recent-Form Strike Bowlers
Noor Ahmad,IPL,Bowler,1,Recent-Form Strike Bowlers
O Thomas,CPL,Bowler,1,Recent-Form Strike Bowlers
OC McCoy,CPL,Bowler,0,Experienced Wicket-Takers
OE Robinson,T20_Blast,Bowler,0,Experienced Wicket-Takers
OJ Hannon-Dalby,T20_Blast,Bowler,0,Experienced Wicket-Takers
OP Rayner,T20_Blast,Bowler,2,Developing Bowlers
OP Stone,T20_Blast,Bowler,0,Experienced Wicket-Takers
ORT Sale,T20_Blast,Bowler,2,Developing Bowlers
P Awana,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
P Hatzoglou,BBL,Bowler,3,"Economical Bowlers, Low Recent Activity"
P Hatzoglou,T20_Blast,Bowler,1,Recent-Form Strike Bowlers
P Kumar,IPL,Bowler,0,Experienced Wicket-Takers
P Sisodiya,T20_Blast,Bowler,0,Experienced Wicket-Takers
PA van Meekeren,T20_Blast,Bowler,2,Developing Bowlers
PG Dooley,BBL,Bowler,1,Recent-Form Strike Bowlers
PI Walter,BBL,Bowler,1,Recent-Form Strike Bowlers
PJ Cummins,BBL,Bowler,2,Developing Bowlers
PJ Sangwan,IPL,Bowler,2,Developing Bowlers
PM Siddle,BBL,Bowler,0,Experienced Wicket-Takers
PM Siddle,T20_Blast,Bowler,1,Recent-Form Strike Bowlers
PP Ojha,IPL,Bowler,0,Experienced Wicket-Takers
PR Brown,T20_Blast,Bowler,0,Experienced Wicket-Takers
PV Tambe,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
PVD Chameera,IPL,Bowler,2,Developing Bowlers
PWH de Silva,IPL,Bowler,1,Recent-Form Strike Bowlers
Pankaj Singh,IPL,Bowler,2,Developing Bowlers
Parvez Rasool,IPL,Bowler,2,Developing Bowlers
Qais Ahmad,BBL,Bowler,3,"Economical Bowlers, Low Recent Activity"
Qais Ahmad,CPL,Bowler,1,Recent-Form Strike Bowlers
Qais Ahmad,T20_Blast,Bowler,3,"Economical Bowlers, Low Recent Activity"
R McLaren,IPL,Bowler,2,Developing Bowlers
R McLaren,T20_Blast,Bowler,2,Developing Bowlers
R Rampaul,CPL,Bowler,1,Recent-Form Strike Bowlers
R Rampaul,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
R Rampaul,T20_Blast,Bowler,3,"Economical Bowlers, Low Recent Activity"
R Sai Kishore,IPL,Bowler,1,Recent-Form Strike Bowlers
R Sharma,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
R Vinay Kumar,IPL,Bowler,0,Experienced Wicket-Takers
RA Stevenson,T20_Blast,Bowler,2,Developing Bowlers
RD Chahar,IPL,Bowler,0,Experienced Wicket-Takers
RE van der Merwe,CPL,Bowler,2,Developing Bowlers
RE van der Merwe,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
RH Patel,T20_Blast,Bowler,3,"Economical Bowlers, Low Recent Activity"
RI Walker,T20_Blast,Bowler,1,Recent-Form Strike Bowlers
RJ Gleeson,T20_Blast,Bowler,0,Experienced Wicket-Takers
RJ Peterson,CPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
RJ Peterson,T20_Blast,Bowler,3,"Economical Bowlers, Low Recent Activity"
RJW Topley,T20_Blast,Bowler,0,Experienced Wicket-Takers
RM Pyrah,T20_Blast,Bowler,3,"Economical Bowlers, Low Recent Activity"
RML Taylor,T20_Blast,Bowler,2,Developing Bowlers
RO Gordon,T20_Blast,Bowler,3,"Economical Bowlers, Low Recent Activity"
RP Meredith,BBL,Bowler,0,Experienced Wicket-Takers
RP Meredith,IPL,Bowler,1,Recent-Form Strike Bowlers
RP Meredith,T20_Blast,Bowler,1,Recent-Form Strike Bowlers
RP Singh,IPL,Bowler,0,Experienced Wicket-Takers
RR Beaton,CPL,Bowler,2,Developing Bowlers
RR Emrit,CPL,Bowler,0,Experienced Wicket-Takers
RR Powar,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
RR Raje,IPL,Bowler,2,Developing Bowlers
RR Simmonds,CPL,Bowler,2,Developing Bowlers
Rahat Ali,PSL,Bowler,3,"Economical Bowlers, Low Recent Activity"
Rashid Khan,CPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
Rashid Khan,T20_Blast,Bowler,1,Recent-Form Strike Bowlers
Rasikh Salam,IPL,Bowler,2,Developing Bowlers
Ravi Bishnoi,IPL,Bowler,0,Experienced Wicket-Takers
Rumman Raees,PSL,Bowler,0,Experienced Wicket-Takers
S Aravind,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
S Badree,BBL,Bowler,3,"Economical Bowlers, Low Recent Activity"
S Badree,CPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
S Badree,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
S Conners,T20_Blast,Bowler,2,Developing Bowlers
S Gopal,IPL,Bowler,1,Recent-Form Strike Bowlers
S Joseph,CPL,Bowler,2,Developing Bowlers
S Kaul,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
S Kaushik,IPL,Bowler,2,Developing Bowlers
S Lamichhane,BBL,Bowler,3,"Economical Bowlers, Low Recent Activity"
S Lamichhane,CPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
S Mahmood,T20_Blast,Bowler,1,Recent-Form Strike Bowlers
S Nadeem,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
S Prasanna,T20_Blast,Bowler,3,"Economical Bowlers, Low Recent Activity"
S Sandeep Warrier,IPL,Bowler,2,Developing Bowlers
S Shillingford,CPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
S Snater,T20_Blast,Bowler,2,Developing Bowlers
S Sreesanth,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
S Tyagi,IPL,Bowler,2,Developing Bowlers
SA Abbott,T20_Blast,Bowler,1,Recent-Form Strike Bowlers
SA Jacobs,CPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
SA Patterson,T20_Blast,Bowler,3,"Economical Bowlers, Low Recent Activity"
SA Piolet,T20_Blast,Bowler,3,"Economical Bowlers, Low Recent Activity"
SB Jakati,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
SB Styris,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
SC Kuggeleijn,CPL,Bowler,1,Recent-Form Strike Bowlers
SD Parry,T20_Blast,Bowler,0,Experienced Wicket-Takers
SH Johnson,BBL,Bowler,1,Recent-Form Strike Bowlers
SJ Benn,CPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
SJ Cook,T20_Blast,Bowler,0,Experienced Wicket-Takers
SJ Coyte,BBL,Bowler,3,"Economical Bowlers, Low Recent Activity"
SJ Srivastava,IPL,Bowler,2,Developing Bowlers
SK Trivedi,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
SK Warne,BBL,Bowler,3,"Economical Bowlers, Low Recent Activity"
SKW Wood,T20_Blast,Bowler,2,Developing Bowlers
SL Malinga,BBL,Bowler,3,"Economical Bowlers, Low Recent Activity"
SL Malinga,IPL,Bowler,0,Experienced Wicket-Takers
SL Rainbird,BBL,Bowler,2,Developing Bowlers
SM Boland,BBL,Bowler,0,Experienced Wicket-Takers
SM Pollock,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
SN Thakur,IPL,Bowler,0,Experienced Wicket-Takers
SNJ O'Keefe,BBL,Bowler,0,Experienced Wicket-Takers
SS Cottrell,CPL,Bowler,0,Experienced Wicket-Takers
ST Finn,T20_Blast,Bowler,0,Experienced Wicket-Takers
ST Gabriel,CPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
SW Currie,T20_Blast,Bowler,1,Recent-Form Strike Bowlers
SW Tait,BBL,Bowler,3,"Economical Bowlers, Low Recent Activity"
SW Tait,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
SW Tait,T20_Blast,Bowler,3,"Economical Bowlers, Low Recent Activity"
Saeed Ajmal,PSL,Bowler,3,"Economical Bowlers, Low Recent Activity"
Saeed Ajmal,T20_Blast,Bowler,3,"Economical Bowlers, Low Recent Activity"
Salman Irshad,PSL,Bowler,1,Recent-Form Strike Bowlers
Sameen Gul,PSL,Bowler,1,Recent-Form Strike Bowlers
Sandeep Sharma,IPL,Bowler,0,Experienced Wicket-Takers
Shaheen Shah Afridi,PSL,Bowler,0,Experienced Wicket-Takers
Shaheen Shah Afridi,T20_Blast,Bowler,1,Recent-Form Strike Bowlers
Shahid Afridi,CPL,Bowler,2,Developing Bowlers
Shahid Afridi,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
Shahnawaz Dhani,PSL,Bowler,1,Recent-Form Strike Bowlers
Shivam Mavi,IPL,Bowler,2,Developing Bowlers
Sikandar Raza,CPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
Simarjeet Singh,IPL,Bowler,2,Developing Bowlers
Sohail Tanvir,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
Suyash Sharma,IPL,Bowler,2,Developing Bowlers
Swapnil Singh,IPL,Bowler,2,Developing Bowlers
T Hinds,CPL,Bowler,2,Developing Bowlers
T Murphy,BBL,Bowler,3,"Economical Bowlers, Low Recent Activity"
T Natarajan,IPL,Bowler,1,Recent-Form Strike Bowlers
T Sangha,BBL,Bowler,1,Recent-Form Strike Bowlers
T Shamsi,CPL,Bowler,1,Recent-Form Strike Bowlers
TA Boult,IPL,Bowler,0,Experienced Wicket-Takers
TD Andrews,BBL,Bowler,3,"Economical Bowlers, Low Recent Activity"
TD Groenewald,T20_Blast,Bowler,2,Developing Bowlers
TE Bailey,T20_Blast,Bowler,2,Developing Bowlers
TE Barber,T20_Blast,Bowler,2,Developing Bowlers
TE Lawes,T20_Blast,Bowler,2,Developing Bowlers
TG Helm,T20_Blast,Bowler,0,Experienced Wicket-Takers
TG Southee,IPL,Bowler,1,Recent-Form Strike Bowlers
TG Southee,T20_Blast,Bowler,3,"Economical Bowlers, Low Recent Activity"
TJ Lester,T20_Blast,Bowler,3,"Economical Bowlers, Low Recent Activity"
TJ Phillips,T20_Blast,Bowler,2,Developing Bowlers
TK Curran,IPL,Bowler,2,Developing Bowlers
TL Best,CPL,Bowler,2,Developing Bowlers
TMJ Smith,T20_Blast,Bowler,0,Experienced Wicket-Takers
TN Walallawita,T20_Blast,Bowler,2,Developing Bowlers
TS Mills,BBL,Bowler,3,"Economical Bowlers, Low Recent Activity"
TS Mills,IPL,Bowler,1,Recent-Form Strike Bowlers
TS Mills,PSL,Bowler,1,Recent-Form Strike Bowlers
TS Mills,T20_Blast,Bowler,0,Experienced Wicket-Takers
TT Bresnan,BBL,Bowler,3,"Economical Bowlers, Low Recent Activity"
TU Deshpande,IPL,Bowler,1,Recent-Form Strike Bowlers
TW Hartley,T20_Blast,Bowler,0,Experienced Wicket-Takers
UT Yadav,IPL,Bowler,0,Experienced Wicket-Takers
Umaid Asif,PSL,Bowler,0,Experienced Wicket-Takers
Umer Khan,PSL,Bowler,3,"Economical Bowlers, Low Recent Activity"
Umran Malik,IPL,Bowler,1,Recent-Form Strike Bowlers
Usama Mir,BBL,Bowler,1,Recent-Form Strike Bowlers
Usama Mir,PSL,Bowler,0,Experienced Wicket-Takers
Usama Mir,T20_Blast,Bowler,1,Recent-Form Strike Bowlers
Usman Qadir,BBL,Bowler,2,Developing Bowlers
Usman Qadir,PSL,Bowler,1,Recent-Form Strike Bowlers
Usman Shinwari,PSL,Bowler,0,Experienced Wicket-Takers
V Permaul,CPL,Bowler,0,Experienced Wicket-Takers
VG Arora,IPL,Bowler,2,Developing Bowlers
VR Aaron,IPL,Bowler,2,Developing Bowlers
VRV Singh,IPL,Bowler,2,Developing Bowlers
VS Malik,IPL,Bowler,2,Developing Bowlers
VY Mahesh,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
Vijaykumar Vyshak,IPL,Bowler,1,Recent-Form Strike Bowlers
WA Agar,BBL,Bowler,0,Experienced Wicket-Takers
WA White,T20_Blast,Bowler,2,Developing Bowlers
WB Rankin,T20_Blast,Bowler,2,Developing Bowlers
WD Parnell,CPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
WD Parnell,IPL,Bowler,1,Recent-Form Strike Bowlers
WD Sheridan,BBL,Bowler,2,Developing Bowlers
WPUJC Vaas,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
WS Davis,T20_Blast,Bowler,2,Developing Bowlers
Wahab Riaz,CPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
Wahab Riaz,T20_Blast,Bowler,3,"Economical Bowlers, Low Recent Activity"
Waqar Salamkheil,CPL,Bowler,1,Recent-Form Strike Bowlers
Waqas Maqsood,PSL,Bowler,1,Recent-Form Strike Bowlers
XC Bartlett,BBL,Bowler,1,Recent-Form Strike Bowlers
XJ Doherty,BBL,Bowler,3,"Economical Bowlers, Low Recent Activity"
YA Abdulla,IPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
YS Chahal,IPL,Bowler,0,Experienced Wicket-Takers
Yash Dayal,IPL,Bowler,2,Developing Bowlers
Yash Thakur,IPL,Bowler,1,Recent-Form Strike Bowlers
Yasir Arafat,BBL,Bowler,3,"Economical Bowlers, Low Recent Activity"
Yasir Arafat,T20_Blast,Bowler,2,Developing Bowlers
Yasir Shah,PSL,Bowler,3,"Economical Bowlers, Low Recent Activity"
Z Evans,BBL,Bowler,2,Developing Bowlers
Z Khan,IPL,Bowler,0,Experienced Wicket-Takers
Zafar Gohar,PSL,Bowler,3,"Economical Bowlers, Low Recent Activity"
Zahid Mahmood,PSL,Bowler,1,Recent-Form Strike Bowlers
Zahir Khan,BBL,Bowler,3,"Economical Bowlers, Low Recent Activity"
Zahir Khan,CPL,Bowler,3,"Economical Bowlers, Low Recent Activity"
Zaman Khan,PSL,Bowler,1,Recent-Form Strike Bowlers
Zaman Khan,T20_Blast,Bowler,1,Recent-Form Strike Bowlers
Zulfiqar Babar,PSL,Bowler,3,"Economical Bowlers, Low Recent Activity"
