player_name,league,role,cluster,cluster_name
PG Dooley,BBL,Bowler,1,Developing Bowlers & Bowling All-Rounders
PI Walter,BBL,Bowler,0,Elite Bowlers & Bowling All-Rounders
PI Walter,T20_Blast,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
PJ Cummins,BBL,Bowler,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
PJ Cummins,IPL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
PJ Forrest,BBL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
PJ Horton,T20_Blast,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
PJ Malan,T20_Blast,Batsman,3,Elite Established Batters
PJ Sangwan,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
PK Garg,IPL,Batsman,3,Elite Established Batters
PM Nevill,BBL,Wicketkeeper-Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
PM Siddle,BBL,Bowler,0,Elite Bowlers & Bowling All-Rounders
PM Siddle,T20_Blast,Bowler,0,Elite Bowlers & Bowling All-Rounders
PP Chawla,IPL,Batsman,0,Elite Bowlers & Bowling All-Rounders
PP Ojha,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
PP Shaw,IPL,Batsman,3,Elite Established Batters
PR Brown,T20_Blast,Bowler,0,Elite Bowlers & Bowling All-Rounders
PR Stirling,PSL,Batsman,3,Elite Established Batters
PR Stirling,T20_Blast,All-Rounder,3,Elite Established Batters
PSP Handscomb,BBL,Wicketkeeper-Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
PSP Handscomb,T20_Blast,Wicketkeeper-Batsman,3,Elite Established Batters
PV Tambe,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
PVD Chameera,IPL,Bowler,0,Elite Bowlers & Bowling All-Rounders
PWA Mulder,T20_Blast,Batsman,0,Elite Bowlers & Bowling All-Rounders
PWH de Silva,IPL,Bowler,0,Elite Bowlers & Bowling All-Rounders
Pankaj Singh,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
Parvez Rasool,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
Q de Kock,CPL,Wicketkeeper-Batsman,3,Elite Established Batters
Q de Kock,IPL,Wicketkeeper-Batsman,3,Elite Established Batters
Qais Ahmad,BBL,Bowler,1,Developing Bowlers & Bowling All-Rounders
Qais Ahmad,CPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
Qais Ahmad,T20_Blast,Bowler,0,Elite Bowlers & Bowling All-Rounders
R Ashwin,IPL,Batsman,0,Elite Bowlers & Bowling All-Rounders
R Bhatia,IPL,All-Rounder,1,Developing Bowlers & Bowling All-Rounders
R Clarke,T20_Blast,All-Rounder,1,Developing Bowlers & Bowling All-Rounders
R Dhawan,IPL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
R Dravid,IPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
R McLaren,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
R McLaren,T20_Blast,Bowler,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
R Parag,IPL,Batsman,3,Elite Established Batters
R Powell,CPL,Batsman,3,Elite Established Batters
R Powell,IPL,Batsman,3,Elite Established Batters
R Powell,PSL,Batsman,3,Elite Established Batters
R Rampaul,CPL,Bowler,0,Elite Bowlers & Bowling All-Rounders
R Rampaul,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
R Rampaul,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
R Ravindra,IPL,Batsman,3,Elite Established Batters
R Sai Kishore,IPL,Bowler,0,Elite Bowlers & Bowling All-Rounders
R Sathish,IPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
R Sharma,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
R Shepherd,CPL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
R Tewatia,IPL,All-Rounder,3,Elite Established Batters
R Vasconcelos,T20_Blast,Wicketkeeper-Batsman,3,Elite Established Batters
R Vinay Kumar,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
RA Jadeja,IPL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
RA Reifer,CPL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
RA Stevenson,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
RA Tripathi,IPL,Batsman,3,Elite Established Batters
RA Whiteley,T20_Blast,Batsman,3,Elite Established Batters
RAJ Smith,T20_Blast,All-Rounder,1,Developing Bowlers & Bowling All-Rounders
RC Davies,T20_Blast,Wicketkeeper-Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
RD Chahar,IPL,Bowler,0,Elite Bowlers & Bowling All-Rounders
RD Gaikwad,IPL,Batsman,3,Elite Established Batters
RD Pringle,T20_Blast,All-Rounder,1,Developing Bowlers & Bowling All-Rounders
RE Levi,T20_Blast,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
RE van der Merwe,CPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
RE van der Merwe,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
RE van der Merwe,T20_Blast,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
RF Higgins,T20_Blast,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
RG Sharma,IPL,Batsman,3,Elite Established Batters
RGL Carters,BBL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
RH Patel,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
RI Keogh,T20_Blast,Batsman,3,Elite Established Batters
RI Walker,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
RJ Burns,T20_Blast,Batsman,3,Elite Established Batters
RJ Das,T20_Blast,Batsman,3,Elite Established Batters
RJ Gibson,BBL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
RJ Gleeson,T20_Blast,Bowler,0,Elite Bowlers & Bowling All-Rounders
RJ Harris,IPL,All-Rounder,1,Developing Bowlers & Bowling All-Rounders
RJ Peterson,CPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
RJ Peterson,T20_Blast,Bowler,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
RJ Quiney,BBL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
RJW Topley,T20_Blast,Bowler,0,Elite Bowlers & Bowling All-Rounders
RK Kleinveldt,T20_Blast,All-Rounder,1,Developing Bowlers & Bowling All-Rounders
RK Oliver,T20_Blast,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
RK Patel,T20_Blast,Batsman,3,Elite Established Batters
RK Singh,IPL,Batsman,3,Elite Established Batters
RL Chase,CPL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
RM Patidar,IPL,Batsman,3,Elite Established Batters
RM Pyrah,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
RM Yates,T20_Blast,Batsman,3,Elite Established Batters
RML Taylor,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
RN ten Doeschate,IPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
RN ten Doeschate,T20_Blast,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
RO Gordon,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
RP Jones,T20_Blast,Batsman,3,Elite Established Batters
RP Meredith,BBL,Bowler,0,Elite Bowlers & Bowling All-Rounders
RP Meredith,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
RP Meredith,T20_Blast,Bowler,0,Elite Bowlers & Bowling All-Rounders
RP Singh,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
RR Beaton,CPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
RR Emrit,CPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
RR Pant,IPL,Wicketkeeper-Batsman,3,Elite Established Batters
RR Powar,IPL,Bowler,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
RR Raje,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
RR Rossouw,BBL,Batsman,3,Elite Established Batters
RR Rossouw,IPL,Batsman,3,Elite Established Batters
RR Rossouw,PSL,Batsman,3,Elite Established Batters
RR Rossouw,T20_Blast,Batsman,3,Elite Established Batters
RR Simmonds,CPL,Bowler,0,Elite Bowlers & Bowling All-Rounders
RRS Cornwall,CPL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
RS Bopara,IPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
RS Bopara,PSL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
RS Bopara,T20_Blast,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
RS Primus,CPL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
RV Uthappa,IPL,Wicketkeeper-Batsman,3,Elite Established Batters
RWT Key,T20_Blast,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
Rahat Ali,PSL,Bowler,1,Developing Bowlers & Bowling All-Rounders
Rahmanullah Gurbaz,CPL,Batsman,3,Elite Established Batters
Rahmanullah Gurbaz,IPL,Batsman,3,Elite Established Batters
Rahmanullah Gurbaz,PSL,Batsman,3,Elite Established Batters
Ramandeep Singh,IPL,Batsman,0,Elite Bowlers & Bowling All-Rounders
Rashid Khan,BBL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
Rashid Khan,CPL,Bowler,0,Elite Bowlers & Bowling All-Rounders
Rashid Khan,IPL,Batsman,0,Elite Bowlers & Bowling All-Rounders
Rashid Khan,PSL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
Rashid Khan,T20_Blast,Bowler,0,Elite Bowlers & Bowling All-Rounders
Rasikh Salam,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
Ravi Bishnoi,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
Rehan Ahmed,T20_Blast,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
Rumman Raees,PSL,Bowler,1,Developing Bowlers & Bowling All-Rounders
S Anirudha,IPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
S Aravind,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
S Badree,BBL,Bowler,1,Developing Bowlers & Bowling All-Rounders
S Badree,CPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
S Badree,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
S Badrinath,IPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
S Conners,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
S Dhawan,IPL,Batsman,3,Elite Established Batters
S Dube,IPL,Batsman,3,Elite Established Batters
S Gopal,IPL,Bowler,0,Elite Bowlers & Bowling All-Rounders
S Joseph,CPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
S Kaul,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
S Kaushik,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
S Lamichhane,BBL,Bowler,1,Developing Bowlers & Bowling All-Rounders
S Lamichhane,CPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
S Mahmood,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
S Milenko,BBL,Batsman,1,Developing Bowlers & Bowling All-Rounders
S Nadeem,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
S Prasanna,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
S Sandeep Warrier,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
S Shillingford,CPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
S Snater,T20_Blast,Bowler,0,Elite Bowlers & Bowling All-Rounders
S Sohal,IPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
S Sreesanth,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
S Steel,T20_Blast,All-Rounder,3,Elite Established Batters
S Tyagi,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
SA Abbott,BBL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
SA Abbott,T20_Blast,Bowler,0,Elite Bowlers & Bowling All-Rounders
SA Asnodkar,IPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SA Jacobs,CPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
SA Northeast,T20_Blast,Batsman,3,Elite Established Batters
SA Patterson,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
SA Piolet,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
SA Yadav,IPL,Batsman,3,Elite Established Batters
SA Zaib,T20_Blast,Batsman,3,Elite Established Batters
SB Harper,BBL,Wicketkeeper-Batsman,3,Elite Established Batters
SB Jakati,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
SB Styris,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
SC Ganguly,IPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SC Kuggeleijn,CPL,Bowler,0,Elite Bowlers & Bowling All-Rounders
SD Heazlett,BBL,Batsman,3,Elite Established Batters
SD Hope,CPL,Wicketkeeper-Batsman,3,Elite Established Batters
SD Parry,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
SE Gotch,BBL,Wicketkeeper-Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SE Marsh,BBL,Batsman,3,Elite Established Batters
SE Marsh,IPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SE Marsh,T20_Blast,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SE Rutherford,CPL,Batsman,3,Elite Established Batters
SE Rutherford,PSL,Batsman,3,Elite Established Batters
SG Borthwick,T20_Blast,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
SG Budinger,T20_Blast,Batsman,0,Elite Bowlers & Bowling All-Rounders
SH Johnson,BBL,Bowler,0,Elite Bowlers & Bowling All-Rounders
SJ Benn,CPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
SJ Cook,T20_Blast,Bowler,0,Elite Bowlers & Bowling All-Rounders
SJ Coyte,BBL,Bowler,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SJ Croft,T20_Blast,All-Rounder,3,Elite Established Batters
SJ Mullaney,T20_Blast,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
SJ Srivastava,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
SJ Thakor,T20_Blast,All-Rounder,1,Developing Bowlers & Bowling All-Rounders
SK Raina,IPL,All-Rounder,3,Elite Established Batters
SK Springer,CPL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
SK Trivedi,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
SK Warne,BBL,Bowler,1,Developing Bowlers & Bowling All-Rounders
SK Warne,IPL,All-Rounder,1,Developing Bowlers & Bowling All-Rounders
SKW Wood,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
SL Elstone,T20_Blast,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SL Malinga,BBL,Bowler,1,Developing Bowlers & Bowling All-Rounders
SL Malinga,IPL,Bowler,0,Elite Bowlers & Bowling All-Rounders
SL Rainbird,BBL,Bowler,1,Developing Bowlers & Bowling All-Rounders
SM Boland,BBL,Bowler,1,Developing Bowlers & Bowling All-Rounders
SM Curran,IPL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
SM Curran,T20_Blast,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
SM Davies,T20_Blast,Wicketkeeper-Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SM Ervine,T20_Blast,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SM Katich,BBL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SM Katich,IPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SM Pollock,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
SM Whiteman,BBL,Wicketkeeper-Batsman,3,Elite Established Batters
SN Khan,IPL,Batsman,3,Elite Established Batters
SN Thakur,IPL,Bowler,0,Elite Bowlers & Bowling All-Rounders
SNJ O'Keefe,BBL,Bowler,0,Elite Bowlers & Bowling All-Rounders
SO Dowrich,CPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SO Hetmyer,CPL,Batsman,3,Elite Established Batters
SO Hetmyer,IPL,Batsman,3,Elite Established Batters
SP Crook,T20_Blast,All-Rounder,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SP Fleming,IPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SP Goswami,IPL,Wicketkeeper-Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SP Narine,BBL,All-Rounder,1,Developing Bowlers & Bowling All-Rounders
SP Narine,CPL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
SP Narine,IPL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
SP Narine,PSL,All-Rounder,1,Developing Bowlers & Bowling All-Rounders
SP Narine,T20_Blast,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
SPD Smith,BBL,Batsman,3,Elite Established Batters
SPD Smith,IPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SR Dickson,T20_Blast,Batsman,3,Elite Established Batters
SR Hain,BBL,Batsman,3,Elite Established Batters
SR Hain,T20_Blast,Batsman,3,Elite Established Batters
SR Harmer,T20_Blast,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
SR Patel,PSL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
SR Patel,T20_Blast,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
SR Taylor,CPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SR Tendulkar,IPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SR Watson,BBL,All-Rounder,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SR Watson,CPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SR Watson,IPL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
SR Watson,PSL,All-Rounder,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SS Cottrell,CPL,Bowler,0,Elite Bowlers & Bowling All-Rounders
SS Eskinazi,BBL,Batsman,3,Elite Established Batters
SS Eskinazi,T20_Blast,Batsman,3,Elite Established Batters
SS Iyer,IPL,Batsman,3,Elite Established Batters
SS Prabhudessai,IPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SS Tiwary,IPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SSJ Brooks,CPL,Batsman,3,Elite Established Batters
ST Finn,T20_Blast,Bowler,0,Elite Bowlers & Bowling All-Rounders
ST Gabriel,CPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
ST Jayasuriya,IPL,All-Rounder,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
STR Binny,IPL,All-Rounder,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SV Samson,IPL,Wicketkeeper-Batsman,3,Elite Established Batters
SW Billings,BBL,Wicketkeeper-Batsman,3,Elite Established Batters
SW Billings,IPL,Wicketkeeper-Batsman,3,Elite Established Batters
SW Billings,PSL,Wicketkeeper-Batsman,3,Elite Established Batters
SW Billings,T20_Blast,Wicketkeeper-Batsman,3,Elite Established Batters
SW Currie,T20_Blast,Bowler,0,Elite Bowlers & Bowling All-Rounders
SW Poynter,T20_Blast,Wicketkeeper-Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
SW Tait,BBL,Bowler,1,Developing Bowlers & Bowling All-Rounders
SW Tait,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
SW Tait,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
Sachin Baby,IPL,Batsman,1,Developing Bowlers & Bowling All-Rounders
Saeed Ajmal,PSL,Bowler,1,Developing Bowlers & Bowling All-Rounders
Saeed Ajmal,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
Sahibzada Farhan,PSL,Batsman,3,Elite Established Batters
Saim Ayub,CPL,Batsman,3,Elite Established Batters
Saim Ayub,PSL,Batsman,3,Elite Established Batters
Salman Irshad,PSL,Bowler,1,Developing Bowlers & Bowling All-Rounders
Sameen Gul,PSL,Bowler,1,Developing Bowlers & Bowling All-Rounders
Sandeep Sharma,IPL,Bowler,0,Elite Bowlers & Bowling All-Rounders
Sarfraz Ahmed,PSL,Wicketkeeper-Batsman,3,Elite Established Batters
Saud Shakeel,PSL,Batsman,3,Elite Established Batters
Shadab Khan,BBL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
Shadab Khan,CPL,All-Rounder,1,Developing Bowlers & Bowling All-Rounders
Shadab Khan,PSL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
Shadab Khan,T20_Blast,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
Shahbaz Ahmed,IPL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
Shaheen Shah Afridi,PSL,Bowler,0,Elite Bowlers & Bowling All-Rounders
Shaheen Shah Afridi,T20_Blast,Bowler,0,Elite Bowlers & Bowling All-Rounders
Shahid Afridi,CPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
Shahid Afridi,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
Shahid Afridi,PSL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
Shahid Afridi,T20_Blast,All-Rounder,1,Developing Bowlers & Bowling All-Rounders
Shahnawaz Dhani,PSL,Bowler,1,Developing Bowlers & Bowling All-Rounders
Shakib Al Hasan,CPL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
Shakib Al Hasan,IPL,All-Rounder,1,Developing Bowlers & Bowling All-Rounders
Shakib Al Hasan,PSL,All-Rounder,1,Developing Bowlers & Bowling All-Rounders
Shan Masood,PSL,Batsman,3,Elite Established Batters
Shan Masood,T20_Blast,Batsman,3,Elite Established Batters
Sharjeel Khan,PSL,Batsman,3,Elite Established Batters
Shashank Singh,IPL,Batsman,3,Elite Established Batters
Shivam Mavi,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
Shoaib Malik,BBL,All-Rounder,1,Developing Bowlers & Bowling All-Rounders
Shoaib Malik,CPL,All-Rounder,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
Shoaib Malik,PSL,All-Rounder,3,Elite Established Batters
Shubman Gill,IPL,Batsman,3,Elite Established Batters
Sikandar Raza,CPL,Bowler,0,Elite Bowlers & Bowling All-Rounders
Sikandar Raza,PSL,Batsman,3,Elite Established Batters
Simarjeet Singh,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
Sohaib Maqsood,PSL,Batsman,3,Elite Established Batters
Sohail Akhtar,PSL,Batsman,3,Elite Established Batters
Sohail Khan,PSL,All-Rounder,1,Developing Bowlers & Bowling All-Rounders
Sohail Tanvir,CPL,All-Rounder,1,Developing Bowlers & Bowling All-Rounders
Sohail Tanvir,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
Sohail Tanvir,PSL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
Suyash Sharma,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
Swapnil Singh,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
T Banton,BBL,Wicketkeeper-Batsman,3,Elite Established Batters
T Banton,T20_Blast,Wicketkeeper-Batsman,3,Elite Established Batters
T Hinds,CPL,Bowler,0,Elite Bowlers & Bowling All-Rounders
T Kelly,BBL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
T Kohler-Cadmore,PSL,Batsman,3,Elite Established Batters
T Kohler-Cadmore,T20_Blast,Batsman,3,Elite Established Batters
T Murphy,BBL,Bowler,1,Developing Bowlers & Bowling All-Rounders
T Natarajan,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
T Poynton,T20_Blast,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
T Sangha,BBL,Bowler,1,Developing Bowlers & Bowling All-Rounders
T Shamsi,CPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
T Stubbs,IPL,Batsman,0,Elite Bowlers & Bowling All-Rounders
T Webster,CPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
T Westley,T20_Blast,Batsman,3,Elite Established Batters
T van der Gugten,T20_Blast,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
TA Boult,IPL,Bowler,0,Elite Bowlers & Bowling All-Rounders
TA Lammonby,T20_Blast,All-Rounder,3,Elite Established Batters
TA Wood,T20_Blast,Batsman,3,Elite Established Batters
TAI Taylor,T20_Blast,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
TB Abell,T20_Blast,Batsman,3,Elite Established Batters
TC Bruce,T20_Blast,Batsman,3,Elite Established Batters
TC Knight,T20_Blast,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
TC Smith,T20_Blast,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
TD Andrews,BBL,Bowler,0,Elite Bowlers & Bowling All-Rounders
TD Groenewald,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
TD Paine,BBL,Wicketkeeper-Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
TE Albert,T20_Blast,Batsman,3,Elite Established Batters
TE Bailey,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
TE Barber,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
TE Lawes,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
TF Rogers,BBL,Batsman,3,Elite Established Batters
TG Helm,T20_Blast,Bowler,0,Elite Bowlers & Bowling All-Rounders
TG Southee,IPL,Bowler,0,Elite Bowlers & Bowling All-Rounders
TG Southee,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
TGR Clark,T20_Blast,Batsman,3,Elite Established Batters
TH David,BBL,Batsman,3,Elite Established Batters
TH David,CPL,Batsman,3,Elite Established Batters
TH David,IPL,Batsman,3,Elite Established Batters
TH David,PSL,Batsman,3,Elite Established Batters
TH David,T20_Blast,Batsman,3,Elite Established Batters
TIF Triffitt,BBL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
TJ Lester,T20_Blast,Bowler,1,Developing Bowlers & Bowling All-Rounders
TJ Moores,T20_Blast,Wicketkeeper-Batsman,3,Elite Established Batters
TJ Phillips,T20_Blast,Bowler,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
TJ Prest,T20_Blast,Batsman,3,Elite Established Batters
TJ Wells,T20_Blast,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
TK Curran,BBL,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
TK Curran,IPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
TK Curran,T20_Blast,All-Rounder,0,Elite Bowlers & Bowling All-Rounders
TL Best,CPL,Bowler,1,Developing Bowlers & Bowling All-Rounders
TL Seifert,BBL,Wicketkeeper-Batsman,3,Elite Established Batters
TL Seifert,CPL,Wicketkeeper-Batsman,3,Elite Established Batters
TL Suman,IPL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
TLW Cooper,BBL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
TM Beaton,BBL,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
TM Dilshan,IPL,All-Rounder,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
TM Dilshan,T20_Blast,Batsman,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
TM Head,BBL,All-Rounder,2,Low-Recent-Activity Batters & Wicketkeeper-Batters
