player_name,league,total_runs,balls_faced,batting_matches_played,innings_played,times_dismissed,batting_average,strike_rate,fours,sixes,boundary_percentage,wickets,balls_bowled,runs_conceded,bowling_matches_played,innings_bowled,overs_bowled,economy_rate,bowling_average,bowling_strike_rate,wickets_per_match,recent_strike_rate,recent_batting_average,recent_runs_per_match,recent_economy_rate,recent_wickets_per_match,has_batting_record,has_bowling_record,has_dismissal,has_wicket,role,bat_bowl_ratio,batting_credit_raw,bowling_credit_raw,role_credit,total_matches,reliability_weight,role_credit_reliable,recent_form_score,final_raw_score,performance_credit
DW Lawrence,T20_Blast,2196.0,1532.0,89.0,89.0,81.0,27.11,143.34,207.0,76.0,18.47,40.0,648.0,821.0,47.0,47.0,108.0,7.6,20.52,16.2,0.85,146.17,23.86,23.86,7.42,0.93,1,1,1.0,1,All-Rounder,1.89,42.0863,57.7465,47.4985,89.0,1.0,47.4985,49.701,48.0491,73.35
DW Steyn,IPL,167.0,160.0,33.0,33.0,22.0,7.59,104.38,14.0,3.0,10.62,97.0,2182.0,2523.0,95.0,95.0,363.67,6.94,26.01,22.49,1.02,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.35,20.1568,68.8485,68.8485,95.0,0.9314,64.1255,0.0,48.0941,54.49
DY Pennington,T20_Blast,68.0,74.0,20.0,20.0,9.0,7.56,91.89,4.0,0.0,5.41,53.0,1006.0,1510.0,57.0,57.0,167.67,9.01,28.49,18.98,0.93,97.06,6.6,3.3,9.15,0.79,1,1,1.0,1,Bowler,0.35,15.7894,57.9055,57.9055,57.0,0.8636,50.0072,55.0493,51.2677,58.36
DYA Davis,CPL,7.0,11.0,2.0,2.0,1.0,7.0,63.64,0.0,0.0,0.0,10.0,162.0,206.0,10.0,10.0,27.0,7.63,20.6,16.2,1.0,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.2,9.2198,51.8532,51.8532,10.0,0.1389,7.2024,0.0,5.4018,2.43
Dhruv Jurel,IPL,347.0,229.0,22.0,22.0,15.0,23.13,151.53,29.0,16.0,19.65,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,151.53,23.13,15.77,38.82,0.0,1,0,1.0,0,Batsman,22.0,36.523,0.0,36.523,22.0,0.2157,7.878,33.7648,14.3497,22.13
Dilbar Hussain,PSL,16.0,15.0,2.0,2.0,1.0,16.0,106.67,2.0,1.0,20.0,15.0,225.0,316.0,12.0,12.0,37.5,8.43,21.07,15.0,1.25,266.67,8.0,8.0,12.33,1.0,1,1,1.0,1,Bowler,0.17,27.3288,51.9776,51.9776,12.0,0.2222,11.5494,57.1493,22.9494,23.83
E Lewis,CPL,2587.0,1801.0,100.0,100.0,95.0,27.23,143.64,194.0,194.0,21.54,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,129.09,20.26,19.42,38.82,0.0,1,0,1.0,0,Batsman,100.0,44.8199,0.0,44.8199,100.0,1.0,44.8199,32.7145,41.7935,68.72
E Lewis,IPL,654.0,477.0,26.0,26.0,24.0,27.25,137.11,62.0,36.0,20.55,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,130.36,24.33,14.6,38.82,0.0,1,0,1.0,0,Batsman,26.0,37.4889,0.0,37.4889,26.0,0.2549,9.5559,31.5608,15.0571,23.33
EA Brookes,T20_Blast,315.0,216.0,14.0,14.0,12.0,26.25,145.83,34.0,8.0,19.44,11.0,174.0,238.0,11.0,11.0,29.0,8.21,21.64,15.82,1.0,145.83,26.25,22.5,8.21,1.0,1,1,1.0,1,Batsman,1.27,36.689,51.3453,36.689,14.0,0.2121,7.7817,38.7259,15.5178,24.11
EG Barnard,T20_Blast,901.0,688.0,80.0,80.0,59.0,15.27,130.96,86.0,22.0,15.7,61.0,1599.0,2403.0,101.0,101.0,266.5,9.02,39.39,26.21,0.6,131.23,13.83,13.28,9.57,0.47,1,1,1.0,1,All-Rounder,0.79,30.97,58.1175,46.1183,101.0,1.0,46.1183,36.1368,43.6229,66.08
EJ Byrom,T20_Blast,475.0,333.0,33.0,33.0,31.0,15.32,142.64,47.0,23.0,21.02,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,130.38,12.88,12.12,38.82,0.0,1,0,1.0,0,Batsman,33.0,33.653,0.0,33.653,33.0,0.5,16.8265,25.1868,18.9166,29.88
EJ Pollock,T20_Blast,1389.0,901.0,79.0,79.0,69.0,20.13,154.16,138.0,76.0,23.75,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,139.34,17.0,12.5,38.82,0.0,1,0,1.0,0,Batsman,79.0,40.9683,0.0,40.9683,79.0,1.0,40.9683,28.0029,37.727,61.82
EJG Morgan,BBL,318.0,265.0,13.0,13.0,10.0,31.8,120.0,23.0,13.0,13.58,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,13.0,32.5799,0.0,32.5799,13.0,0.1548,5.0434,0.0,3.7826,4.19
EJG Morgan,IPL,1406.0,1148.0,74.0,74.0,62.0,22.68,122.47,112.0,64.0,15.33,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,74.0,33.8904,0.0,33.8904,74.0,0.7255,24.5875,0.0,18.4406,29.08
EJG Morgan,T20_Blast,1852.0,1372.0,67.0,67.0,64.0,28.94,134.99,129.0,91.0,16.03,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,135.29,23.0,23.0,38.82,0.0,1,0,1.0,0,Batsman,67.0,39.4397,0.0,39.4397,67.0,1.0,39.4397,36.6753,38.7486,63.55
EJH Eckersley,T20_Blast,890.0,741.0,60.0,60.0,48.0,18.54,120.11,68.0,19.0,11.74,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,139.22,26.62,16.38,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,60.0,28.8379,0.0,31.7217,60.0,0.9091,28.8382,34.4636,30.2446,50.56
EN Gay,T20_Blast,268.0,202.0,11.0,11.0,11.0,24.36,132.67,35.0,4.0,19.31,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,131.77,25.3,25.3,38.82,0.0,1,0,1.0,0,Batsman,11.0,34.1107,0.0,34.1107,11.0,0.1667,5.6863,38.7445,13.9508,21.45
EP Gulbis,BBL,386.0,301.0,28.0,28.0,21.0,18.38,128.24,35.0,11.0,15.28,12.0,344.0,495.0,28.0,28.0,57.33,8.63,41.25,28.67,0.43,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,1.0,29.9133,48.7148,39.314,28.0,0.3333,13.1034,0.0,9.8276,10.52
F O'Neill,BBL,54.0,56.0,7.0,7.0,5.0,10.8,96.43,3.0,1.0,7.14,10.0,201.0,241.0,10.0,10.0,33.5,7.19,24.1,20.1,1.0,96.43,10.8,7.71,7.19,1.0,1,1,1.0,1,Bowler,0.7,18.2847,51.8596,51.8596,10.0,0.119,6.1713,62.9704,20.3711,20.68
F du Plessis,CPL,1296.0,908.0,41.0,41.0,38.0,34.11,142.73,105.0,64.0,18.61,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,153.8,38.59,35.38,38.82,0.0,1,0,1.0,0,Batsman,41.0,41.7365,0.0,41.7365,41.0,0.5694,23.7648,52.6805,30.9937,50.39
F du Plessis,IPL,4571.0,3352.0,138.0,138.0,127.0,35.99,136.37,422.0,166.0,17.54,0.0,6.0,16.0,1.0,1.0,1.0,16.0,203.5,118.8,0.0,146.99,38.05,36.36,38.82,0.0,1,1,1.0,0,Batsman,138.0,51.2955,19.1315,51.2955,138.0,1.0,51.2955,52.4223,51.5772,85.33
FA Allen,CPL,818.0,559.0,54.0,54.0,37.0,22.11,146.33,57.0,51.0,19.32,38.0,770.0,1034.0,49.0,49.0,128.33,8.06,27.21,20.26,0.78,128.84,16.38,11.86,8.18,0.96,1,1,1.0,1,All-Rounder,1.1,36.8052,56.0781,45.9733,54.0,0.75,34.48,43.5613,36.7503,54.78
FH Allen,BBL,181.0,98.0,10.0,10.0,10.0,18.1,184.69,20.0,10.0,30.61,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,184.69,18.1,18.1,38.82,0.0,1,0,1.0,0,Batsman,10.0,43.6358,0.0,43.6358,10.0,0.119,5.1927,36.1952,12.9433,19.74
FH Allen,T20_Blast,589.0,356.0,22.0,22.0,21.0,28.05,165.45,55.0,29.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,179.25,21.11,21.11,38.82,0.0,1,0,1.0,0,Batsman,22.0,42.6604,0.0,42.6604,22.0,0.3333,14.2187,38.825,20.3703,32.35
FH Edwards,CPL,41.0,34.0,10.0,10.0,3.0,13.67,120.59,2.0,2.0,11.76,34.0,688.0,955.0,33.0,33.0,114.67,8.33,28.09,20.24,1.03,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.3,24.541,54.9218,54.9218,33.0,0.4583,25.1707,0.0,18.878,18.86
FH Edwards,T20_Blast,16.0,21.0,7.0,7.0,4.0,4.0,76.19,0.0,2.0,9.52,17.0,398.0,556.0,18.0,18.0,66.33,8.38,32.71,23.41,0.94,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.39,14.2556,50.9875,50.9875,18.0,0.2727,13.9043,0.0,10.4282,8.56
FIN Khushi,T20_Blast,509.0,396.0,25.0,25.0,24.0,21.21,128.54,44.0,18.0,15.66,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,130.32,23.33,22.27,38.82,0.0,1,0,1.0,0,Batsman,25.0,31.5125,0.0,31.5125,25.0,0.3788,11.9369,35.8956,17.9266,28.2
FJ Heldreich,T20_Blast,30.0,48.0,4.0,4.0,2.0,15.0,62.5,1.0,0.0,2.08,47.0,717.0,1097.0,41.0,41.0,119.5,9.18,23.34,15.26,1.15,62.5,15.0,7.5,9.66,1.17,1,1,1.0,1,Bowler,0.1,12.9395,57.1989,57.1989,41.0,0.6212,35.532,64.7885,42.8461,48.09
FJ Hudson-Prentice,T20_Blast,548.0,458.0,41.0,41.0,33.0,16.61,119.65,42.0,13.0,12.01,33.0,621.0,1030.0,40.0,40.0,103.5,9.95,31.21,18.82,0.82,118.29,17.88,13.82,11.68,0.38,1,1,1.0,1,All-Rounder,1.02,27.1559,52.7366,39.7876,41.0,0.6212,24.7161,34.1368,27.0713,38.87
FJ Klaassen,T20_Blast,29.0,24.0,9.0,9.0,3.0,9.67,120.83,2.0,0.0,8.33,61.0,1141.0,1692.0,55.0,55.0,190.17,8.9,27.74,18.7,1.11,125.0,15.0,3.0,8.61,1.06,1,1,1.0,1,Bowler,0.16,21.5216,59.6677,59.6677,55.0,0.8333,49.7211,62.9912,53.0386,60.52
FK Cowdrey,T20_Blast,404.0,335.0,26.0,26.0,25.0,16.16,120.6,42.0,5.0,14.03,19.0,401.0,549.0,26.0,26.0,66.83,8.21,28.89,21.11,0.73,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,1.0,27.6133,52.0156,39.8145,26.0,0.3939,15.6829,0.0,11.7622,13.7
FY Fazal,IPL,183.0,173.0,11.0,11.0,10.0,18.3,105.78,22.0,1.0,13.29,0.0,12.0,20.0,2.0,2.0,2.0,10.0,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,1,1.0,0,Batsman,5.5,25.4157,25.0822,25.4157,11.0,0.1078,2.7398,0.0,2.0548,1.26
Faheem Ashraf,PSL,803.0,555.0,55.0,55.0,35.0,22.94,144.68,68.0,39.0,19.28,78.0,1385.0,1943.0,70.0,70.0,230.83,8.42,24.91,17.76,1.11,150.87,27.25,16.77,9.2,0.74,1,1,1.0,1,All-Rounder,0.79,36.8192,63.8085,51.9332,70.0,1.0,51.9332,44.8495,50.1623,76.83
Faheem Ashraf,T20_Blast,36.0,30.0,7.0,7.0,5.0,7.2,120.0,4.0,1.0,16.67,11.0,241.0,326.0,11.0,11.0,40.17,8.12,29.64,21.91,1.0,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.64,24.4556,50.4518,50.4518,11.0,0.1667,8.4103,0.0,6.3077,3.53
Fakhar Zaman,PSL,2530.0,1805.0,84.0,84.0,84.0,30.12,140.17,238.0,104.0,18.95,2.0,60.0,58.0,7.0,7.0,10.0,5.8,29.0,30.0,0.29,148.67,34.59,34.59,38.82,0.0,1,1,1.0,1,Batsman,12.0,44.0048,51.0752,44.0048,84.0,1.0,44.0048,50.0196,45.5085,75.03
Fawad Ahmed,BBL,47.0,53.0,17.0,17.0,9.0,5.22,88.68,3.0,3.0,11.32,90.0,2085.0,2479.0,93.0,93.0,347.5,7.13,27.54,23.17,0.97,0.0,0.0,0.0,7.06,1.0,1,1,1.0,1,Bowler,0.18,17.2399,67.1063,67.1063,93.0,1.0,67.1063,63.1176,66.1091,76.46
Fawad Ahmed,CPL,14.0,22.0,6.0,6.0,2.0,7.0,63.64,0.0,0.0,0.0,56.0,918.0,979.0,43.0,43.0,153.0,6.4,17.48,16.39,1.3,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.14,9.2417,62.432,62.432,43.0,0.5972,37.2844,0.0,27.9633,29.94
Fawad Ahmed,PSL,22.0,34.0,6.0,6.0,4.0,5.5,64.71,3.0,0.0,8.82,23.0,533.0,656.0,23.0,23.0,88.83,7.38,28.52,23.17,1.0,0.0,0.0,0.0,6.5,2.0,1,1,1.0,1,Bowler,0.26,12.9912,53.6648,53.6648,23.0,0.4259,22.8558,90.9011,39.8671,44.46
G Clark,T20_Blast,2546.0,1794.0,107.0,107.0,101.0,25.21,141.92,288.0,73.0,20.12,0.0,26.0,66.0,5.0,5.0,4.33,15.24,203.5,118.8,0.0,139.39,27.2,25.05,38.82,0.0,1,1,1.0,0,Batsman,21.4,43.0935,19.8852,43.0935,107.0,1.0,43.0935,40.1063,42.3467,69.66
G Coetzee,IPL,14.0,22.0,5.0,5.0,4.0,3.5,63.64,0.0,1.0,4.55,13.0,201.0,341.0,10.0,10.0,33.5,10.18,26.23,15.46,1.3,63.64,3.5,2.8,10.18,1.3,1,1,1.0,1,Bowler,0.5,10.129,49.2179,49.2179,10.0,0.098,4.8234,67.729,20.5498,20.9
G Gambhir,IPL,4217.0,3404.0,151.0,151.0,136.0,31.01,123.88,492.0,59.0,16.19,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,151.0,46.1858,0.0,46.1858,151.0,1.0,46.1858,0.0,34.6394,56.57
G Motie,CPL,113.0,117.0,16.0,16.0,9.0,12.56,96.58,4.0,7.0,9.4,46.0,819.0,983.0,40.0,40.0,136.5,7.2,21.37,17.8,1.15,111.36,14.0,7.54,7.31,1.12,1,1,1.0,1,Bowler,0.4,20.1643,59.2095,59.2095,40.0,0.5556,32.8968,66.0924,41.1957,46.08
G Roelofsen,T20_Blast,275.0,201.0,12.0,12.0,12.0,22.92,136.82,26.0,12.0,18.91,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,136.82,22.92,22.92,38.82,0.0,1,0,1.0,0,Batsman,12.0,33.9747,0.0,33.9747,12.0,0.1818,6.1766,36.7353,13.8163,21.22
G Stewart,T20_Blast,309.0,235.0,40.0,40.0,23.0,13.43,131.49,20.0,16.0,15.32,63.0,1037.0,1693.0,58.0,58.0,172.83,9.8,26.87,16.46,1.09,159.32,17.09,8.95,10.2,1.29,1,1,1.0,1,All-Rounder,0.69,28.3646,59.2722,46.6557,58.0,0.8788,41.001,47.5726,42.6439,64.47
GA Bartlett,T20_Blast,79.0,81.0,12.0,12.0,12.0,6.58,97.53,7.0,2.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,57.69,2.5,2.5,38.82,0.0,1,0,1.0,0,Batsman,12.0,18.8676,0.0,18.8676,12.0,0.1818,3.4301,8.0162,4.5766,5.54
GA Edwards,T20_Blast,3.0,5.0,2.0,2.0,0.0,3.0,60.0,0.0,0.0,0.0,27.0,344.0,509.0,17.0,17.0,57.33,8.88,18.85,12.74,1.59,0.0,0.0,0.0,38.82,0.0,1,1,0.0,1,Bowler,0.12,7.3237,54.1456,54.1456,17.0,0.2576,13.9479,0.0,10.4609,8.6
GB Hogg,BBL,30.0,40.0,11.0,11.0,5.0,6.0,75.0,1.0,1.0,5.0,55.0,1230.0,1379.0,55.0,55.0,205.0,6.73,25.07,22.36,1.0,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.2,12.7422,60.9771,60.9771,55.0,0.6548,39.9278,0.0,29.9458,32.36
GB Hogg,IPL,22.0,22.0,4.0,4.0,3.0,7.33,100.0,1.0,0.0,4.55,23.0,458.0,570.0,21.0,21.0,76.33,7.47,24.78,19.91,1.1,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.19,16.2132,54.035,54.035,21.0,0.2059,11.1258,0.0,8.3444,6.02
GC Smith,IPL,739.0,668.0,29.0,29.0,26.0,28.42,110.63,94.0,9.0,15.42,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,29.0,32.3456,0.0,32.3456,29.0,0.2843,9.1959,0.0,6.8969,9.48
GC Viljoen,T20_Blast,155.0,113.0,19.0,19.0,14.0,11.07,137.17,13.0,5.0,15.93,45.0,760.0,1054.0,35.0,35.0,126.67,8.32,23.42,16.89,1.29,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.54,28.0707,57.6517,57.6517,35.0,0.5303,30.5727,0.0,22.9295,23.8
GC Wilson,T20_Blast,865.0,737.0,48.0,48.0,37.0,23.38,117.37,82.0,14.0,13.03,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,48.0,30.7162,0.0,33.7878,48.0,0.7273,24.5739,0.0,18.4304,29.54
GCH Hill,T20_Blast,121.0,122.0,12.0,12.0,9.0,13.44,99.18,11.0,3.0,11.48,2.0,111.0,169.0,11.0,11.0,18.5,9.14,84.5,55.5,0.18,114.29,21.33,12.8,9.92,0.14,1,1,1.0,1,Batsman,1.09,21.8072,40.9445,21.8072,12.0,0.1818,3.9645,27.6697,9.8908,14.56
GD Cross,T20_Blast,243.0,181.0,13.0,13.0,12.0,20.25,134.25,27.0,7.0,18.78,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,13.0,32.5387,0.0,32.5387,13.0,0.197,6.4101,0.0,4.8076,5.93
GD Elliott,PSL,139.0,134.0,12.0,12.0,10.0,13.9,103.73,8.0,5.0,9.7,15.0,204.0,249.0,13.0,13.0,34.0,7.32,16.6,13.6,1.15,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.92,21.7841,53.6277,53.6277,13.0,0.2407,12.9082,0.0,9.6812,7.65
GD Elliott,T20_Blast,621.0,492.0,31.0,31.0,23.0,27.0,126.22,52.0,16.0,13.82,31.0,594.0,820.0,35.0,35.0,99.0,8.28,26.45,19.16,0.89,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,0.89,32.7475,54.5875,44.3293,35.0,0.5303,23.5078,0.0,17.6308,23.35
GD McGrath,IPL,4.0,5.0,2.0,2.0,1.0,4.0,80.0,1.0,0.0,20.0,12.0,324.0,357.0,14.0,14.0,54.0,6.61,29.75,27.0,0.86,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.14,19.6017,52.131,52.131,14.0,0.1373,7.1576,0.0,5.3682,2.39
GD Phillips,CPL,1577.0,1170.0,47.0,47.0,45.0,35.04,134.79,125.0,86.0,18.03,0.0,12.0,10.0,1.0,1.0,2.0,5.0,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,1,1.0,0,Wicketkeeper-Batsman,47.0,41.6431,30.0411,45.8074,47.0,0.6528,29.9031,0.0,22.4273,36.65
GD Phillips,T20_Blast,840.0,557.0,24.0,24.0,19.0,44.21,150.81,55.0,53.0,19.39,7.0,117.0,160.0,11.0,11.0,19.5,8.21,22.86,16.71,0.64,135.46,34.0,28.33,8.0,0.62,1,1,1.0,1,Wicketkeeper-Batsman,2.18,45.2901,50.415,49.8191,24.0,0.3636,18.1142,44.6461,24.7472,40.78
GE Mathurin,CPL,16.0,16.0,4.0,4.0,1.0,16.0,100.0,1.0,0.0,6.25,13.0,316.0,374.0,16.0,16.0,52.67,7.1,28.77,24.31,0.81,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.25,20.0492,51.9605,51.9605,16.0,0.2222,11.5456,0.0,8.6592,6.4
GF Linde,T20_Blast,320.0,212.0,21.0,21.0,14.0,22.86,150.94,26.0,14.0,18.87,26.0,552.0,756.0,27.0,27.0,92.0,8.22,29.08,21.23,0.96,150.94,22.86,15.24,8.22,0.96,1,1,1.0,1,All-Rounder,0.78,35.9031,53.3483,45.716,27.0,0.4091,18.7024,46.9922,25.7748,36.73
GFB Scott,T20_Blast,366.0,351.0,27.0,27.0,17.0,21.53,104.27,20.0,13.0,9.4,3.0,74.0,124.0,7.0,7.0,12.33,10.06,41.33,24.67,0.43,100.0,14.0,14.0,38.82,0.0,1,1,1.0,1,Batsman,3.86,25.1165,45.5306,25.1165,27.0,0.4091,10.2752,23.9787,13.7011,21.03
GG Wagg,T20_Blast,723.0,589.0,53.0,53.0,33.0,21.91,122.75,51.0,26.0,13.07,69.0,1299.0,1907.0,68.0,68.0,216.5,8.81,27.64,18.83,1.01,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,0.78,30.4693,61.3302,47.8131,68.0,1.0,47.8131,0.0,35.8598,53.31
GG White,T20_Blast,398.0,285.0,47.0,47.0,26.0,15.31,139.65,36.0,21.0,20.0,83.0,1791.0,2468.0,94.0,94.0,298.5,8.27,29.73,21.58,0.88,132.14,12.33,6.17,8.33,0.93,1,1,1.0,1,All-Rounder,0.5,32.5463,64.3408,53.7437,94.0,1.0,53.7437,40.6025,50.4584,77.31
GH Rhodes,T20_Blast,103.0,103.0,14.0,14.0,9.0,11.44,100.0,7.0,0.0,6.8,10.0,114.0,164.0,11.0,11.0,19.0,8.63,16.4,11.4,0.91,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,1.27,18.9671,51.3774,51.3774,14.0,0.2121,10.8971,0.0,8.1728,5.81
GH Roderick,T20_Blast,361.0,269.0,29.0,29.0,22.0,16.41,134.2,27.0,15.0,15.61,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,131.43,16.43,13.53,38.82,0.0,1,0,1.0,0,Batsman,29.0,30.0652,0.0,30.0652,29.0,0.4394,13.2106,27.6599,16.8229,26.33
GH Vihari,IPL,284.0,321.0,23.0,23.0,20.0,14.2,88.47,23.0,1.0,7.48,1.0,42.0,47.0,6.0,6.0,7.0,6.71,47.0,42.0,0.17,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Batsman,3.83,19.3311,47.7663,19.3311,23.0,0.2255,4.3592,0.0,3.2694,3.32
GHS Garton,BBL,71.0,56.0,10.0,10.0,9.0,7.89,126.79,6.0,3.0,16.07,9.0,162.0,271.0,9.0,9.0,27.0,10.04,30.11,18.0,1.0,66.67,2.0,2.0,9.0,1.0,1,1,1.0,1,Bowler,1.11,25.4074,48.0996,48.0996,10.0,0.119,5.7239,60.9206,19.5231,19.65
GHS Garton,T20_Blast,481.0,339.0,35.0,35.0,23.0,20.91,141.89,44.0,18.0,18.29,55.0,904.0,1301.0,55.0,55.0,150.67,8.63,23.65,16.44,1.0,146.88,17.62,12.26,9.5,0.68,1,1,1.0,1,All-Rounder,0.64,34.2746,59.2672,49.5476,55.0,0.8333,41.288,40.2446,41.0272,61.81
GJ Bailey,BBL,1574.0,1161.0,62.0,62.0,49.0,32.12,135.57,128.0,47.0,15.07,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,62.0,39.3224,0.0,39.3224,62.0,0.7381,29.0239,0.0,21.7679,34.72
GJ Bailey,IPL,663.0,544.0,36.0,36.0,27.0,24.56,121.88,59.0,19.0,14.34,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,36.0,31.6978,0.0,31.6978,36.0,0.3529,11.1862,0.0,8.3896,12.01
GJ Bailey,T20_Blast,602.0,499.0,29.0,29.0,22.0,27.36,120.64,58.0,10.0,13.63,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,29.0,32.0044,0.0,32.0044,29.0,0.4394,14.0627,0.0,10.547,15.67
GJ Batty,T20_Blast,97.0,120.0,31.0,31.0,15.0,6.47,80.83,2.0,1.0,2.5,79.0,1826.0,2224.0,95.0,95.0,304.33,7.31,28.15,23.11,0.83,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.33,12.7053,64.7065,64.7065,95.0,1.0,64.7065,0.0,48.5299,55.02
GJ Maxwell,BBL,3120.0,1995.0,108.0,108.0,88.0,35.45,156.39,258.0,145.0,20.2,43.0,1097.0,1407.0,84.0,84.0,182.83,7.7,32.72,25.51,0.51,180.89,43.69,31.56,8.35,0.67,1,1,1.0,1,All-Rounder,1.29,50.4106,56.7339,53.177,108.0,1.0,53.177,53.8503,53.3453,82.06
GJ Maxwell,IPL,2772.0,1769.0,128.0,128.0,112.0,24.75,156.7,233.0,160.0,22.22,37.0,944.0,1303.0,79.0,79.0,157.33,8.28,35.22,25.51,0.47,171.53,23.53,20.92,7.71,0.65,1,1,1.0,1,All-Rounder,1.62,46.5294,54.6808,49.64,128.0,1.0,49.64,45.9424,48.7156,74.45
GJ Maxwell,T20_Blast,909.0,618.0,46.0,46.0,44.0,20.66,147.09,85.0,39.0,20.06,28.0,600.0,754.0,37.0,37.0,100.0,7.54,26.93,21.43,0.76,153.09,17.71,17.71,7.82,0.77,1,1,1.0,1,All-Rounder,1.24,37.0208,54.677,44.8919,46.0,0.697,31.2897,44.4192,34.5721,51.2
GJ McCarter,T20_Blast,24.0,11.0,3.0,3.0,1.0,24.0,218.18,3.0,1.0,36.36,15.0,204.0,312.0,10.0,10.0,34.0,9.18,20.8,13.6,1.5,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.3,52.2478,51.267,51.267,10.0,0.1515,7.767,0.0,5.8253,2.94
GJ Muchall,T20_Blast,615.0,512.0,30.0,30.0,16.0,38.44,120.12,38.0,9.0,9.18,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,30.0,33.8135,0.0,33.8135,30.0,0.4545,15.3682,0.0,11.5262,17.34
GK Berg,T20_Blast,223.0,193.0,27.0,27.0,18.0,12.39,115.54,17.0,4.0,10.88,30.0,645.0,954.0,38.0,38.0,107.5,8.87,31.8,21.5,0.79,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,0.71,23.5924,53.1499,40.8717,38.0,0.5758,23.5339,0.0,17.6504,23.38
