player_name,league,total_runs,balls_faced,batting_matches_played,innings_played,times_dismissed,batting_average,strike_rate,fours,sixes,boundary_percentage,wickets,balls_bowled,runs_conceded,bowling_matches_played,innings_bowled,overs_bowled,economy_rate,bowling_average,bowling_strike_rate,wickets_per_match,recent_strike_rate,recent_batting_average,recent_runs_per_match,recent_economy_rate,recent_wickets_per_match,has_batting_record,has_bowling_record,has_dismissal,has_wicket,role,bat_bowl_ratio,batting_credit_raw,bowling_credit_raw,role_credit,total_matches,reliability_weight,role_credit_reliable,recent_form_score,final_raw_score,performance_credit
PSP Handscomb,T20_Blast,802.0,691.0,42.0,42.0,37.0,21.68,116.06,58.0,14.0,10.42,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,115.53,23.8,21.0,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,42.0,28.5319,0.0,31.3851,42.0,0.6364,19.9735,33.9193,23.46,38.49
PV Tambe,IPL,18.0,39.0,6.0,6.0,2.0,9.0,46.15,1.0,0.0,2.56,28.0,660.0,853.0,33.0,33.0,110.0,7.75,30.46,23.57,0.85,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.18,8.8909,54.0351,54.0351,33.0,0.3235,17.4804,0.0,13.1103,11.83
PVD Chameera,IPL,43.0,28.0,7.0,7.0,4.0,10.75,153.57,3.0,3.0,21.43,9.0,282.0,432.0,13.0,13.0,47.0,9.19,48.0,31.33,0.69,153.57,10.75,6.14,9.19,0.69,1,1,1.0,1,Bowler,0.54,32.2977,46.7448,46.7448,13.0,0.1275,5.96,52.2891,17.5423,17.23
PWA Mulder,T20_Blast,546.0,416.0,25.0,25.0,22.0,24.82,131.25,44.0,14.0,13.94,12.0,255.0,389.0,16.0,16.0,42.5,9.15,32.42,21.25,0.75,131.25,24.82,21.84,9.15,0.75,1,1,1.0,1,Batsman,1.56,32.4509,49.2839,32.4509,25.0,0.3788,12.2924,36.3453,18.3056,28.85
PWH de Silva,IPL,72.0,73.0,14.0,14.0,10.0,7.2,98.63,7.0,1.0,10.96,35.0,552.0,748.0,26.0,26.0,92.0,8.13,21.37,15.77,1.35,100.0,7.89,5.92,8.0,1.46,1,1,1.0,1,Bowler,0.54,19.137,56.1408,56.1408,26.0,0.2549,14.3103,74.5417,29.3682,31.65
Pankaj Singh,IPL,7.0,12.0,5.0,5.0,2.0,3.5,58.33,0.0,0.0,0.0,11.0,300.0,468.0,17.0,17.0,50.0,9.36,42.55,27.27,0.65,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.29,7.2966,47.636,47.636,17.0,0.1667,7.9409,0.0,5.9557,3.1
Parvez Rasool,IPL,17.0,20.0,4.0,4.0,2.0,8.5,85.0,1.0,0.0,5.0,4.0,198.0,271.0,11.0,11.0,33.0,8.21,67.75,49.5,0.36,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.36,14.8789,44.3148,44.3148,11.0,0.1078,4.7771,0.0,3.5828,0.21
Q de Kock,CPL,674.0,452.0,19.0,19.0,15.0,44.93,149.12,60.0,32.0,20.35,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,149.12,44.93,35.47,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,19.0,45.2556,0.0,49.7812,19.0,0.2639,13.1373,54.9756,23.5969,38.73
Q de Kock,IPL,3160.0,2355.0,107.0,107.0,102.0,30.98,134.18,316.0,123.0,18.64,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,143.24,31.07,30.03,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,107.0,45.354,0.0,49.8894,107.0,1.0,49.8894,45.1931,48.7153,83.41
Qais Ahmad,BBL,75.0,72.0,12.0,12.0,9.0,8.33,104.17,3.0,5.0,11.11,32.0,604.0,772.0,27.0,27.0,100.67,7.67,24.12,18.88,1.19,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.44,20.3326,55.6738,55.6738,27.0,0.3214,17.8936,0.0,13.4202,12.21
Qais Ahmad,CPL,89.0,85.0,11.0,11.0,6.0,14.83,104.71,3.0,7.0,11.76,22.0,381.0,502.0,19.0,19.0,63.5,7.91,22.82,17.32,1.16,87.5,28.0,7.0,8.44,0.89,1,1,1.0,1,Bowler,0.58,23.0447,53.6442,53.6442,19.0,0.2639,14.1567,58.5683,25.2596,26.64
Qais Ahmad,T20_Blast,81.0,66.0,15.0,15.0,11.0,7.36,122.73,7.0,3.0,15.15,24.0,588.0,696.0,25.0,25.0,98.0,7.1,29.0,24.5,0.96,137.21,8.43,6.56,7.45,1.0,1,1,1.0,1,Bowler,0.6,24.2966,54.0786,54.0786,25.0,0.3788,20.485,62.6759,31.0327,33.68
R Ashwin,IPL,800.0,675.0,89.0,89.0,60.0,13.33,118.52,61.0,28.0,13.19,180.0,4524.0,5369.0,208.0,208.0,754.0,7.12,29.83,25.13,0.87,132.31,18.11,11.86,7.82,0.8,1,1,1.0,1,Batsman,0.43,27.1883,84.3958,27.1883,208.0,1.0,27.1883,27.4154,27.2451,44.02
R Bhatia,IPL,342.0,284.0,47.0,47.0,30.0,11.4,120.42,24.0,13.0,13.03,71.0,1636.0,2020.0,91.0,91.0,272.67,7.41,28.45,23.04,0.78,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,0.52,25.2491,63.0095,50.1483,91.0,0.8922,44.7423,0.0,33.5567,49.53
R Clarke,T20_Blast,902.0,721.0,57.0,57.0,42.0,21.48,125.1,75.0,33.0,14.98,63.0,1249.0,1492.0,68.0,68.0,208.17,7.17,23.68,19.83,0.93,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,0.84,32.0714,62.2725,48.5008,68.0,1.0,48.5008,0.0,36.3756,54.16
R Dhawan,IPL,210.0,187.0,22.0,22.0,11.0,19.09,112.3,18.0,7.0,13.37,25.0,662.0,891.0,36.0,36.0,110.33,8.08,35.64,26.48,0.69,109.62,14.25,9.5,8.66,0.64,1,1,1.0,1,All-Rounder,0.61,26.6602,52.4861,42.6903,36.0,0.3529,15.0654,36.8624,20.5147,28.09
R Dravid,IPL,2174.0,1882.0,82.0,82.0,77.0,28.23,115.52,269.0,28.0,15.78,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,82.0,37.5566,0.0,37.5566,82.0,0.8039,30.1918,0.0,22.6438,36.21
R McLaren,IPL,159.0,171.0,13.0,13.0,8.0,19.88,92.98,14.0,1.0,8.77,12.0,354.0,542.0,18.0,18.0,59.0,9.19,45.17,29.5,0.67,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.72,22.1326,47.6778,47.6778,18.0,0.1765,8.4151,0.0,6.3113,3.54
R McLaren,T20_Blast,260.0,166.0,12.0,12.0,6.0,43.33,156.63,25.0,9.0,20.48,16.0,256.0,395.0,13.0,13.0,42.67,9.26,24.69,16.0,1.23,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.92,44.4318,50.9049,50.9049,13.0,0.197,10.0283,0.0,7.5212,5.01
R Parag,IPL,1173.0,868.0,58.0,58.0,48.0,24.44,135.14,84.0,60.0,16.59,4.0,175.0,307.0,21.0,21.0,29.17,10.52,76.75,43.75,0.19,143.3,29.79,23.83,12.29,0.17,1,1,1.0,1,Batsman,2.76,36.013,40.9182,36.013,58.0,0.5686,20.477,40.8095,25.5601,41.16
R Powell,CPL,1650.0,1272.0,87.0,87.0,67.0,24.63,129.72,95.0,113.0,16.35,17.0,438.0,790.0,33.0,33.0,73.0,10.82,46.47,25.76,0.52,133.33,30.1,20.39,15.33,0.29,1,1,1.0,1,Batsman,2.64,36.7547,46.8772,36.7547,87.0,1.0,36.7547,37.8705,37.0336,60.64
R Powell,IPL,360.0,244.0,22.0,22.0,19.0,18.95,147.54,21.0,28.0,20.08,1.0,18.0,35.0,2.0,2.0,3.0,11.67,35.0,18.0,0.5,147.54,18.95,16.36,11.67,0.5,1,1,1.0,1,Batsman,11.0,34.7717,44.3213,34.7717,22.0,0.2157,7.5003,31.9914,13.6231,20.9
R Powell,PSL,504.0,327.0,26.0,26.0,20.0,25.2,154.13,44.0,26.0,21.41,1.0,18.0,45.0,2.0,2.0,3.0,15.0,45.0,18.0,0.5,157.36,26.06,21.95,18.5,1.0,1,1,1.0,1,Batsman,13.0,38.9016,39.7901,38.9016,26.0,0.4815,18.7311,39.3851,23.8946,38.33
R Rampaul,CPL,60.0,51.0,12.0,12.0,6.0,10.0,117.65,2.0,4.0,11.76,72.0,1108.0,1552.0,53.0,53.0,184.67,8.4,21.56,15.39,1.36,137.5,7.33,5.5,9.55,1.71,1,1,1.0,1,Bowler,0.23,22.9237,63.0692,63.0692,53.0,0.7361,46.4252,79.5737,54.7123,62.56
R Rampaul,IPL,51.0,50.0,7.0,7.0,5.0,10.2,102.0,3.0,2.0,10.0,16.0,268.0,309.0,12.0,12.0,44.67,6.92,19.31,16.75,1.33,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.58,20.1191,53.8866,53.8866,12.0,0.1176,6.3371,0.0,4.7528,1.64
R Rampaul,T20_Blast,33.0,33.0,8.0,8.0,4.0,8.25,100.0,3.0,1.0,12.12,48.0,756.0,1006.0,36.0,36.0,126.0,7.98,20.96,15.75,1.33,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.22,20.1048,58.8765,58.8765,36.0,0.5455,32.1171,0.0,24.0878,25.21
R Ravindra,IPL,222.0,138.0,10.0,10.0,10.0,22.2,160.87,22.0,12.0,24.64,0.0,12.0,7.0,2.0,2.0,2.0,3.5,203.5,118.8,0.0,160.87,22.2,22.2,3.5,0.0,1,1,1.0,0,Batsman,5.0,39.3422,31.5288,39.3422,10.0,0.098,3.8555,38.2389,12.4514,18.91
R Sai Kishore,IPL,13.0,6.0,1.0,1.0,1.0,13.0,216.67,0.0,2.0,33.33,13.0,186.0,258.0,10.0,10.0,31.0,8.32,19.85,14.31,1.3,216.67,13.0,13.0,8.32,1.3,1,1,1.0,1,Bowler,0.1,46.7199,51.8464,51.8464,10.0,0.098,5.0809,69.8354,21.2695,21.78
R Sathish,IPL,270.0,231.0,24.0,24.0,17.0,15.88,116.88,22.0,6.0,12.12,3.0,139.0,232.0,14.0,14.0,23.17,10.01,77.33,46.33,0.21,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Batsman,1.71,25.7235,41.1576,25.7235,24.0,0.2353,6.0527,0.0,4.5395,5.48
R Sharma,IPL,66.0,75.0,19.0,19.0,14.0,4.71,88.0,5.0,3.0,10.67,40.0,928.0,1086.0,44.0,44.0,154.67,7.02,27.15,23.2,0.91,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.43,16.7277,57.5072,57.5072,44.0,0.4314,24.8086,0.0,18.6064,18.53
R Shepherd,CPL,583.0,362.0,42.0,42.0,26.0,22.42,161.05,42.0,39.0,22.38,73.0,1042.0,1438.0,58.0,58.0,173.67,8.28,19.7,14.27,1.26,160.42,24.06,14.81,8.75,1.03,1,1,1.0,1,All-Rounder,0.72,39.5149,63.6118,53.4911,58.0,0.8056,43.0924,48.2067,44.371,67.31
R Tewatia,IPL,1013.0,752.0,65.0,65.0,40.0,25.32,134.71,84.0,47.0,17.42,32.0,843.0,1111.0,52.0,52.0,140.5,7.91,34.72,26.34,0.62,147.75,27.33,15.87,11.14,0.0,1,1,1.0,1,All-Rounder,1.25,36.1562,54.1335,44.1453,65.0,0.6373,28.1338,33.2972,29.4246,42.73
R Vasconcelos,T20_Blast,1104.0,890.0,44.0,44.0,42.0,26.29,124.04,147.0,16.0,18.31,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,133.04,27.27,27.27,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,44.0,35.8167,0.0,39.3984,44.0,0.6667,26.2669,40.9185,29.9298,50.0
R Vinay Kumar,IPL,310.0,274.0,42.0,42.0,28.0,11.07,113.14,21.0,9.0,10.95,105.0,2127.0,2986.0,104.0,104.0,354.5,8.42,28.44,20.26,1.01,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.4,23.1198,68.6431,68.6431,104.0,1.0,68.6431,0.0,51.4823,58.62
RA Jadeja,IPL,2959.0,2280.0,180.0,180.0,108.0,27.4,129.78,215.0,107.0,14.12,160.0,3829.0,4864.0,211.0,211.0,638.17,7.62,30.4,23.93,0.76,137.08,28.65,17.36,7.65,0.82,1,1,1.0,1,All-Rounder,0.85,40.784,79.9275,61.9058,211.0,1.0,61.9058,46.6457,58.0908,89.86
RA Reifer,CPL,865.0,778.0,60.0,60.0,44.0,19.66,111.18,60.0,35.0,12.21,54.0,782.0,1174.0,50.0,50.0,130.33,9.01,21.74,14.48,1.08,113.86,24.65,19.05,11.09,0.89,1,1,1.0,1,All-Rounder,1.2,28.2188,58.9299,42.177,60.0,0.8333,35.1461,44.2392,37.4194,55.88
RA Stevenson,T20_Blast,62.0,47.0,11.0,11.0,6.0,10.33,131.91,7.0,1.0,17.02,14.0,387.0,621.0,22.0,22.0,64.5,9.63,44.36,27.64,0.64,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.5,27.347,47.7312,47.7312,22.0,0.3333,15.9088,0.0,11.9316,10.39
RA Tripathi,IPL,2236.0,1605.0,93.0,93.0,82.0,27.27,139.31,223.0,84.0,19.13,0.0,6.0,12.0,1.0,1.0,1.0,12.0,203.5,118.8,0.0,144.48,29.34,25.79,38.82,0.0,1,1,1.0,0,Batsman,93.0,42.0539,23.0986,42.0539,93.0,0.9118,38.3447,41.9467,39.2452,64.39
RA Whiteley,T20_Blast,2435.0,1729.0,134.0,134.0,107.0,22.76,140.83,153.0,144.0,17.18,3.0,66.0,114.0,8.0,8.0,11.0,10.36,38.0,22.0,0.38,122.04,16.09,13.55,8.57,0.75,1,1,1.0,1,Batsman,16.75,40.369,45.6422,40.369,134.0,1.0,40.369,26.6484,36.9388,60.48
RAJ Smith,T20_Blast,98.0,95.0,22.0,22.0,13.0,7.54,103.16,7.0,5.0,12.63,34.0,730.0,1050.0,37.0,37.0,121.67,8.63,30.88,21.47,0.92,72.73,3.2,2.0,9.9,1.0,1,1,1.0,1,All-Rounder,0.59,20.7039,54.2815,41.7604,37.0,0.5606,23.4109,34.6564,26.2223,37.47
RC Davies,T20_Blast,156.0,112.0,17.0,17.0,15.0,10.4,139.29,13.0,7.0,17.86,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,17.0,29.0123,0.0,31.9135,17.0,0.2576,8.2209,0.0,6.1657,7.72
RD Chahar,IPL,129.0,124.0,22.0,22.0,16.0,8.06,104.03,13.0,5.0,14.52,75.0,1664.0,2141.0,77.0,77.0,277.33,7.72,28.55,22.19,0.97,106.52,10.89,8.17,8.04,0.89,1,1,1.0,1,Bowler,0.29,21.9788,63.4702,63.4702,77.0,0.7549,47.9137,59.0213,50.6906,57.66
RD Gaikwad,IPL,2380.0,1739.0,65.0,65.0,57.0,41.75,136.86,217.0,91.0,17.71,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,139.58,39.51,35.84,38.82,0.0,1,0,1.0,0,Batsman,65.0,46.6364,0.0,46.6364,65.0,0.6373,29.7214,52.0215,35.2964,57.69
RD Pringle,T20_Blast,441.0,364.0,43.0,43.0,38.0,11.61,121.15,42.0,8.0,13.74,19.0,552.0,816.0,40.0,40.0,92.0,8.87,42.95,29.05,0.48,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,1.08,26.058,49.6338,37.4192,43.0,0.6515,24.3786,0.0,18.2839,24.42
RE Levi,T20_Blast,2043.0,1418.0,78.0,78.0,74.0,27.61,144.08,222.0,87.0,21.79,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,78.0,43.4305,0.0,43.4305,78.0,1.0,43.4305,0.0,32.5729,53.07
RE van der Merwe,CPL,63.0,58.0,8.0,8.0,6.0,10.5,108.62,5.0,2.0,12.07,6.0,126.0,198.0,10.0,10.0,21.0,9.43,33.0,21.0,0.6,140.0,17.5,8.75,9.67,0.83,1,1,1.0,1,Bowler,0.8,22.0854,47.7642,47.7642,10.0,0.1389,6.6344,55.5464,18.8624,18.84
RE van der Merwe,IPL,159.0,141.0,15.0,15.0,11.0,14.45,112.77,11.0,8.0,13.48,21.0,443.0,498.0,21.0,21.0,73.83,6.75,23.71,21.1,1.0,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.71,24.9748,54.4903,54.4903,21.0,0.2059,11.2196,0.0,8.4147,6.1
RE van der Merwe,T20_Blast,865.0,580.0,69.0,69.0,38.0,22.76,149.14,69.0,37.0,18.28,90.0,2080.0,2732.0,106.0,106.0,346.67,7.88,30.36,23.11,0.85,144.14,16.0,8.89,8.04,0.8,1,1,1.0,1,All-Rounder,0.65,37.0598,66.016,54.5986,106.0,1.0,54.5986,41.1838,51.2449,78.61
RF Higgins,T20_Blast,1984.0,1470.0,106.0,106.0,81.0,24.49,134.97,161.0,73.0,15.92,87.0,1464.0,2280.0,90.0,90.0,244.0,9.34,26.21,16.83,0.97,137.59,23.61,20.91,9.9,0.91,1,1,1.0,1,All-Rounder,1.18,38.2263,64.4925,50.2877,106.0,1.0,50.2877,46.6546,49.3794,75.54
RG Sharma,IPL,6630.0,5057.0,251.0,251.0,223.0,29.73,131.11,599.0,281.0,17.4,15.0,339.0,453.0,32.0,32.0,56.5,8.02,30.2,22.6,0.47,135.42,23.65,23.11,38.82,0.0,1,1,1.0,1,Batsman,7.84,54.7627,51.2627,54.7627,251.0,1.0,54.7627,37.0303,50.3296,83.21
RGL Carters,BBL,274.0,270.0,25.0,25.0,17.0,16.12,101.48,14.0,6.0,7.41,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,25.0,21.6294,0.0,21.6294,25.0,0.2976,6.4369,0.0,4.8277,5.97
RH Patel,T20_Blast,25.0,27.0,5.0,5.0,2.0,12.5,92.59,2.0,0.0,7.41,26.0,630.0,816.0,29.0,29.0,105.0,7.77,31.38,24.23,0.9,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.17,18.4234,53.512,53.512,29.0,0.4394,23.5132,0.0,17.6349,17.34
RI Keogh,T20_Blast,1094.0,923.0,58.0,58.0,40.0,27.35,118.53,85.0,17.0,11.05,16.0,282.0,394.0,19.0,19.0,47.0,8.38,24.62,17.62,0.84,116.67,19.44,14.58,38.82,0.0,1,1,1.0,1,Batsman,3.05,32.0588,51.7862,32.0588,58.0,0.8788,28.1733,28.1994,28.1798,45.61
RI Walker,T20_Blast,29.0,35.0,8.0,8.0,6.0,4.83,82.86,2.0,1.0,8.57,19.0,287.0,443.0,15.0,15.0,47.83,9.26,23.32,15.11,1.27,100.0,8.67,5.2,10.89,1.0,1,1,1.0,1,Bowler,0.53,15.0093,51.6585,51.6585,15.0,0.2273,11.742,58.7801,23.5015,24.5
RJ Burns,T20_Blast,906.0,742.0,59.0,59.0,51.0,17.76,122.1,93.0,17.0,14.82,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,118.4,20.92,17.93,38.82,0.0,1,0,1.0,0,Batsman,59.0,30.3073,0.0,30.3073,59.0,0.8939,27.0917,31.0662,28.0853,45.45
RJ Das,T20_Blast,323.0,210.0,18.0,18.0,16.0,20.19,153.81,45.0,7.0,24.76,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,156.44,21.07,18.59,38.82,0.0,1,0,1.0,0,Batsman,18.0,38.0896,0.0,38.0896,18.0,0.2727,10.387,35.1054,16.5666,25.89
RJ Gibson,BBL,285.0,272.0,25.0,25.0,19.0,15.0,104.78,23.0,5.0,10.29,0.0,6.0,10.0,1.0,1.0,1.0,10.0,203.5,118.8,0.0,90.2,11.5,11.5,38.82,0.0,1,1,1.0,0,Batsman,25.0,23.0393,25.0822,23.0393,25.0,0.2976,6.8565,20.4522,10.2554,15.18
RJ Gleeson,T20_Blast,41.0,47.0,15.0,15.0,5.0,8.2,87.23,5.0,0.0,10.64,74.0,1306.0,1622.0,62.0,62.0,217.67,7.45,21.92,17.65,1.19,85.0,17.0,2.83,7.16,1.55,1,1,1.0,1,Bowler,0.24,17.7684,64.3574,64.3574,62.0,0.9394,60.4573,77.9365,64.8271,74.9
RJ Harris,IPL,117.0,112.0,21.0,21.0,12.0,9.75,104.46,6.0,3.0,8.04,45.0,832.0,1047.0,37.0,37.0,138.67,7.55,23.27,18.49,1.22,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,0.57,19.57,58.4338,44.3612,37.0,0.3627,16.0898,0.0,12.0674,14.2
RJ Peterson,CPL,35.0,47.0,6.0,6.0,5.0,7.0,74.47,1.0,2.0,6.38,15.0,262.0,275.0,13.0,13.0,43.67,6.3,18.33,17.47,1.15,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.46,13.6863,54.4267,54.4267,13.0,0.1806,9.8295,0.0,7.3721,4.83
RJ Peterson,T20_Blast,98.0,74.0,9.0,9.0,5.0,19.6,132.43,10.0,3.0,17.57,10.0,264.0,323.0,15.0,15.0,44.0,7.34,32.3,26.4,0.67,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.6,31.0566,50.7035,50.7035,15.0,0.2273,11.5249,0.0,8.6437,6.38
RJ Quiney,BBL,748.0,555.0,32.0,32.0,29.0,25.79,134.77,68.0,31.0,17.84,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,32.0,35.6992,0.0,35.6992,32.0,0.381,13.6014,0.0,10.201,15.09
RJW Topley,T20_Blast,18.0,28.0,12.0,12.0,5.0,3.6,64.29,1.0,0.0,3.57,81.0,1329.0,1856.0,61.0,61.0,221.5,8.38,22.91,16.41,1.33,75.0,3.0,1.5,8.37,1.58,1,1,1.0,1,Bowler,0.2,9.8036,64.6792,64.6792,61.0,0.9242,59.7765,77.3806,64.1775,74.1
RK Kleinveldt,T20_Blast,279.0,174.0,30.0,30.0,23.0,12.13,160.34,19.0,20.0,22.41,52.0,979.0,1354.0,47.0,47.0,163.17,8.3,26.04,18.83,1.11,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,0.64,34.855,58.7155,49.4194,47.0,0.7121,35.1916,0.0,26.3937,37.75
RK Oliver,T20_Blast,472.0,373.0,22.0,22.0,21.0,22.48,126.54,57.0,9.0,17.69,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,22.0,32.5339,0.0,32.5339,22.0,0.3333,10.8435,0.0,8.1326,11.58
RK Patel,T20_Blast,1206.0,876.0,53.0,53.0,51.0,23.65,137.67,117.0,43.0,18.26,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,139.51,25.78,25.15,38.82,0.0,1,0,1.0,0,Batsman,53.0,36.9438,0.0,36.9438,53.0,0.803,29.6659,39.5798,32.1444,52.34
RK Singh,IPL,893.0,623.0,40.0,40.0,29.0,30.79,143.34,67.0,46.0,18.14,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,149.18,37.09,25.5,38.82,0.0,1,0,1.0,0,Batsman,40.0,39.1665,0.0,39.1665,40.0,0.3922,15.3611,45.4809,22.891,36.63
RL Chase,CPL,1162.0,918.0,53.0,53.0,38.0,30.58,126.58,90.0,45.0,14.71,45.0,917.0,1057.0,53.0,53.0,152.83,6.92,23.49,20.38,0.85,118.97,19.09,15.14,7.56,0.87,1,1,1.0,1,All-Rounder,1.0,36.1614,59.0316,47.5965,53.0,0.7361,35.0358,43.8184,37.2314,55.57
RM Patidar,IPL,799.0,503.0,24.0,24.0,23.0,34.74,158.85,51.0,54.0,20.87,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,165.08,38.32,36.4,38.82,0.0,1,0,1.0,0,Batsman,24.0,43.5496,0.0,43.5496,24.0,0.2353,10.2472,54.2571,21.2497,33.84
RM Pyrah,T20_Blast,83.0,78.0,12.0,12.0,8.0,10.38,106.41,6.0,3.0,11.54,20.0,402.0,503.0,21.0,21.0,67.0,7.51,25.15,20.1,0.95,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.57,21.572,53.3645,53.3645,21.0,0.3182,16.9806,0.0,12.7354,11.37
RM Yates,T20_Blast,842.0,627.0,35.0,35.0,34.0,24.76,134.29,90.0,30.0,19.14,1.0,60.0,79.0,4.0,4.0,10.0,7.9,79.0,60.0,0.25,137.13,27.92,26.85,6.5,0.0,1,1,1.0,1,Batsman,8.75,36.1732,42.6549,36.1732,35.0,0.5303,19.1826,41.3158,24.7159,39.73
RML Taylor,T20_Blast,59.0,52.0,11.0,11.0,7.0,8.43,113.46,1.0,3.0,7.69,11.0,325.0,538.0,18.0,18.0,54.17,9.93,48.91,29.55,0.61,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.61,19.9246,46.2893,46.2893,18.0,0.2727,12.6231,0.0,9.4673,7.38
RN ten Doeschate,IPL,326.0,235.0,21.0,21.0,14.0,23.29,138.72,26.0,15.0,17.45,2.0,78.0,94.0,10.0,10.0,13.0,7.23,47.0,39.0,0.2,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Batsman,2.1,33.8291,47.4457,33.8291,21.0,0.2059,6.9654,0.0,5.224,6.64
RN ten Doeschate,T20_Blast,1898.0,1436.0,84.0,84.0,63.0,30.13,132.17,136.0,61.0,13.72,12.0,210.0,304.0,16.0,16.0,35.0,8.69,25.33,17.5,0.75,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Batsman,5.25,38.5604,50.6111,38.5604,84.0,1.0,38.5604,0.0,28.9203,46.87
RO Gordon,T20_Blast,39.0,28.0,7.0,7.0,5.0,7.8,139.29,1.0,3.0,14.29,36.0,534.0,761.0,25.0,25.0,89.0,8.55,21.14,14.83,1.44,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.28,26.0633,55.9476,55.9476,25.0,0.3788,21.193,0.0,15.8948,15.22
RP Jones,T20_Blast,432.0,382.0,28.0,28.0,13.0,33.23,113.09,34.0,5.0,10.21,0.0,6.0,10.0,1.0,1.0,1.0,10.0,203.5,118.8,0.0,106.01,27.71,13.86,38.82,0.0,1,1,1.0,0,Batsman,28.0,30.9735,25.0822,30.9735,28.0,0.4242,13.139,30.2463,17.4158,27.34
RP Meredith,BBL,30.0,30.0,12.0,12.0,8.0,3.75,100.0,3.0,0.0,10.0,103.0,1707.0,2319.0,78.0,78.0,284.5,8.15,22.51,16.57,1.32,100.0,3.5,2.33,8.32,1.33,1,1,1.0,1,Bowler,0.15,17.5172,69.2492,69.2492,78.0,0.9286,64.3048,70.6499,65.8911,76.19
RP Meredith,IPL,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,388.0,612.0,18.0,18.0,64.67,9.46,32.21,20.42,1.06,0.0,0.0,0.0,9.29,1.15,0,1,0.0,1,Bowler,0.11,0.0,50.368,50.368,18.0,0.1765,8.89,64.6645,22.8336,23.68
