player_name,league,role,cluster,cluster_name
LJ Evans,CPL,Batsman,2,Recent-Form Batters
LJ Evans,T20_Blast,Batsman,1,Elite High-Volume Batters
LJ Hill,T20_Blast,Wicketkeeper-Batsman,1,Elite High-Volume Batters
LJ Wright,BBL,Batsman,0,"Established Batters, Low Recent Activity"
LJ Wright,T20_Blast,Batsman,1,Elite High-Volume Batters
LM Benkenstein,T20_Blast,Batsman,2,Recent-Form Batters
LMP Simmons,CPL,Batsman,1,Elite High-Volume Batters
LMP Simmons,IPL,Batsman,0,"Established Batters, Low Recent Activity"
LPJ Kimber,T20_Blast,Batsman,2,Recent-Form Batters
LRPL Taylor,CPL,Batsman,0,"Established Batters, Low Recent Activity"
LRPL Taylor,IPL,Batsman,0,"Established Batters, Low Recent Activity"
LRPL Taylor,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
LS Livingstone,BBL,Batsman,0,"Established Batters, Low Recent Activity"
LS Livingstone,PSL,Batsman,0,"Established Batters, Low Recent Activity"
LW James,T20_Blast,Batsman,3,Developing Batters
Lalit Yadav,IPL,Batsman,3,Developing Batters
M Bryant,BBL,Batsman,1,Elite High-Volume Batters
M Gilkes,BBL,Batsman,3,Developing Batters
M Kaif,IPL,Batsman,3,Developing Batters
M Klinger,BBL,Batsman,0,"Established Batters, Low Recent Activity"
M Klinger,T20_Blast,Batsman,1,Elite High-Volume Batters
M Labuschagne,BBL,Batsman,2,Recent-Form Batters
M Manhas,IPL,Batsman,3,Developing Batters
M Montgomery,T20_Blast,Batsman,3,Developing Batters
M Rawat,IPL,Batsman,3,Developing Batters
M Shahrukh Khan,IPL,Batsman,2,Recent-Form Batters
M Vijay,IPL,Batsman,1,Elite High-Volume Batters
M Vohra,IPL,Batsman,2,Recent-Form Batters
M Wright,BBL,Batsman,2,Recent-Form Batters
MA Agarwal,IPL,Batsman,1,Elite High-Volume Batters
MA Carberry,BBL,Batsman,0,"Established Batters, Low Recent Activity"
MA Carberry,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
MA Jones,T20_Blast,Batsman,2,Recent-Form Batters
MA Wallace,T20_Blast,Wicketkeeper-Batsman,3,Developing Batters
MAG Boyce,T20_Blast,Batsman,3,Developing Batters
MD Mishra,IPL,Batsman,3,Developing Batters
MD Stoneman,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
MDE Holden,T20_Blast,Batsman,1,Elite High-Volume Batters
ME Trescothick,T20_Blast,Batsman,3,Developing Batters
MEK Hussey,BBL,Batsman,0,"Established Batters, Low Recent Activity"
MEK Hussey,IPL,Batsman,0,"Established Batters, Low Recent Activity"
MF Hurst,T20_Blast,Batsman,2,Recent-Form Batters
MGK Burgess,T20_Blast,Wicketkeeper-Batsman,2,Recent-Form Batters
MH Wessels,T20_Blast,Batsman,1,Elite High-Volume Batters
MJ Cosgrove,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
MJ Guptill,BBL,Batsman,3,Developing Batters
MJ Guptill,CPL,Batsman,1,Elite High-Volume Batters
MJ Guptill,IPL,Batsman,0,"Established Batters, Low Recent Activity"
MJ Guptill,PSL,Batsman,2,Recent-Form Batters
MJ Guptill,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
MJ Lumb,BBL,Batsman,0,"Established Batters, Low Recent Activity"
MJ Lumb,IPL,Batsman,0,"Established Batters, Low Recent Activity"
MJ Lumb,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
MJ North,BBL,Batsman,0,"Established Batters, Low Recent Activity"
MJ North,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
MJ Owen,BBL,Batsman,2,Recent-Form Batters
MJ Richardson,T20_Blast,Batsman,3,Developing Batters
MK Lomror,IPL,Batsman,2,Recent-Form Batters
MK Pandey,IPL,Batsman,1,Elite High-Volume Batters
MK Tiwary,IPL,Batsman,0,"Established Batters, Low Recent Activity"
ML Hayden,IPL,Batsman,0,"Established Batters, Low Recent Activity"
ML Pettini,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
MNW Spriegel,T20_Blast,Batsman,3,Developing Batters
MP Breetzke,T20_Blast,Batsman,2,Recent-Form Batters
MS Bisla,IPL,Wicketkeeper-Batsman,3,Developing Batters
MS Dhoni,IPL,Wicketkeeper-Batsman,1,Elite High-Volume Batters
MS Harris,BBL,Batsman,3,Developing Batters
MS Pepper,T20_Blast,Batsman,1,Elite High-Volume Batters
MS Wade,BBL,Wicketkeeper-Batsman,1,Elite High-Volume Batters
MS Wade,IPL,Wicketkeeper-Batsman,3,Developing Batters
MT Renshaw,BBL,Batsman,1,Elite High-Volume Batters
MV Boucher,IPL,Wicketkeeper-Batsman,0,"Established Batters, Low Recent Activity"
MW Harvey,BBL,Batsman,3,Developing Batters
MW Hill,BBL,Batsman,0,"Established Batters, Low Recent Activity"
MW Machan,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
Mandeep Singh,IPL,Batsman,0,"Established Batters, Low Recent Activity"
Miles Hammond,T20_Blast,Batsman,1,Elite High-Volume Batters
Mirza Baig,PSL,Batsman,2,Recent-Form Batters
Misbah-ul-Haq,CPL,Batsman,3,Developing Batters
Misbah-ul-Haq,PSL,Batsman,0,"Established Batters, Low Recent Activity"
Mohammad Haris,PSL,Batsman,2,Recent-Form Batters
Mohammad Rizwan,PSL,Wicketkeeper-Batsman,1,Elite High-Volume Batters
Mubasir Khan,PSL,Batsman,3,Developing Batters
N Jagadeesan,IPL,Batsman,3,Developing Batters
N Pooran,CPL,Wicketkeeper-Batsman,1,Elite High-Volume Batters
N Pooran,IPL,Wicketkeeper-Batsman,2,Recent-Form Batters
N Rana,IPL,Batsman,1,Elite High-Volume Batters
N Saini,IPL,Batsman,3,Developing Batters
N Wadhera,IPL,Batsman,2,Recent-Form Batters
NA McSweeney,BBL,Batsman,2,Recent-Form Batters
NCR Larkin,BBL,Batsman,2,Recent-Form Batters
NE Bonner,CPL,Batsman,3,Developing Batters
NJ Maddinson,BBL,Batsman,1,Elite High-Volume Batters
NJ Maddinson,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
NJ O'Brien,T20_Blast,Wicketkeeper-Batsman,3,Developing Batters
NJ Reardon,BBL,Batsman,0,"Established Batters, Low Recent Activity"
NJ Selman,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
NLJ Browne,T20_Blast,Batsman,3,Developing Batters
NR Hobson,BBL,Batsman,2,Recent-Form Batters
NR Welch,T20_Blast,Batsman,2,Recent-Form Batters
NRD Compton,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
NRT Gubbins,T20_Blast,Batsman,3,Developing Batters
NT Broom,T20_Blast,Batsman,3,Developing Batters
NV Ojha,IPL,Wicketkeeper-Batsman,0,"Established Batters, Low Recent Activity"
Najibullah Zadran,CPL,Batsman,3,Developing Batters
Nikhil Chaudhary,BBL,Batsman,2,Recent-Form Batters
Nithish Kumar Reddy,IPL,Batsman,2,Recent-Form Batters
O Davies,BBL,Batsman,2,Recent-Form Batters
OA Shah,BBL,Batsman,0,"Established Batters, Low Recent Activity"
OA Shah,IPL,Batsman,0,"Established Batters, Low Recent Activity"
OA Shah,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
OB Cox,T20_Blast,Wicketkeeper-Batsman,1,Elite High-Volume Batters
OG Robinson,T20_Blast,Wicketkeeper-Batsman,2,Recent-Form Batters
OJ Carter,T20_Blast,Batsman,3,Developing Batters
OJ Pope,T20_Blast,Wicketkeeper-Batsman,2,Recent-Form Batters
P Dogra,IPL,Batsman,3,Developing Batters
P Mustard,T20_Blast,Wicketkeeper-Batsman,0,"Established Batters, Low Recent Activity"
P Simran Singh,IPL,Batsman,2,Recent-Form Batters
PA Patel,IPL,Wicketkeeper-Batsman,1,Elite High-Volume Batters
PA Reddy,IPL,Batsman,3,Developing Batters
PBB Rajapaksa,CPL,Batsman,2,Recent-Form Batters
PBB Rajapaksa,IPL,Batsman,2,Recent-Form Batters
PC Valthaty,IPL,Batsman,3,Developing Batters
PD Salt,BBL,Wicketkeeper-Batsman,0,"Established Batters, Low Recent Activity"
PD Salt,IPL,Wicketkeeper-Batsman,2,Recent-Form Batters
PD Salt,PSL,Wicketkeeper-Batsman,3,Developing Batters
PD Salt,T20_Blast,Wicketkeeper-Batsman,1,Elite High-Volume Batters
PD Trego,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
PJ Forrest,BBL,Batsman,3,Developing Batters
PJ Horton,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
PJ Malan,T20_Blast,Batsman,2,Recent-Form Batters
PK Garg,IPL,Batsman,3,Developing Batters
PM Nevill,BBL,Wicketkeeper-Batsman,3,Developing Batters
PP Chawla,IPL,Batsman,3,Developing Batters
PP Shaw,IPL,Batsman,1,Elite High-Volume Batters
PR Stirling,PSL,Batsman,2,Recent-Form Batters
PSP Handscomb,BBL,Wicketkeeper-Batsman,0,"Established Batters, Low Recent Activity"
PSP Handscomb,T20_Blast,Wicketkeeper-Batsman,2,Recent-Form Batters
PWA Mulder,T20_Blast,Batsman,2,Recent-Form Batters
Q de Kock,CPL,Wicketkeeper-Batsman,2,Recent-Form Batters
Q de Kock,IPL,Wicketkeeper-Batsman,1,Elite High-Volume Batters
R Ashwin,IPL,Batsman,3,Developing Batters
R Dravid,IPL,Batsman,0,"Established Batters, Low Recent Activity"
R Parag,IPL,Batsman,2,Recent-Form Batters
R Powell,CPL,Batsman,1,Elite High-Volume Batters
R Powell,IPL,Batsman,2,Recent-Form Batters
R Powell,PSL,Batsman,2,Recent-Form Batters
R Ravindra,IPL,Batsman,2,Recent-Form Batters
R Sathish,IPL,Batsman,3,Developing Batters
R Vasconcelos,T20_Blast,Wicketkeeper-Batsman,2,Recent-Form Batters
RA Tripathi,IPL,Batsman,1,Elite High-Volume Batters
RA Whiteley,T20_Blast,Batsman,1,Elite High-Volume Batters
RC Davies,T20_Blast,Wicketkeeper-Batsman,3,Developing Batters
RD Gaikwad,IPL,Batsman,1,Elite High-Volume Batters
RE Levi,T20_Blast,Batsman,1,Elite High-Volume Batters
RG Sharma,IPL,Batsman,1,Elite High-Volume Batters
RGL Carters,BBL,Batsman,3,Developing Batters
RI Keogh,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
RJ Burns,T20_Blast,Batsman,2,Recent-Form Batters
RJ Das,T20_Blast,Batsman,2,Recent-Form Batters
RJ Gibson,BBL,Batsman,3,Developing Batters
RJ Quiney,BBL,Batsman,0,"Established Batters, Low Recent Activity"
RK Oliver,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
RK Patel,T20_Blast,Batsman,2,Recent-Form Batters
RK Singh,IPL,Batsman,2,Recent-Form Batters
RM Patidar,IPL,Batsman,2,Recent-Form Batters
RM Yates,T20_Blast,Batsman,2,Recent-Form Batters
RN ten Doeschate,IPL,Batsman,0,"Established Batters, Low Recent Activity"
RN ten Doeschate,T20_Blast,Batsman,1,Elite High-Volume Batters
RP Jones,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
RR Pant,IPL,Wicketkeeper-Batsman,1,Elite High-Volume Batters
RR Rossouw,BBL,Batsman,3,Developing Batters
RR Rossouw,IPL,Batsman,2,Recent-Form Batters
RR Rossouw,PSL,Batsman,1,Elite High-Volume Batters
RR Rossouw,T20_Blast,Batsman,2,Recent-Form Batters
RS Bopara,IPL,Batsman,0,"Established Batters, Low Recent Activity"
RS Bopara,PSL,Batsman,0,"Established Batters, Low Recent Activity"
RV Uthappa,IPL,Wicketkeeper-Batsman,1,Elite High-Volume Batters
RWT Key,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
Rahmanullah Gurbaz,CPL,Batsman,2,Recent-Form Batters
Rahmanullah Gurbaz,IPL,Batsman,2,Recent-Form Batters
Rahmanullah Gurbaz,PSL,Batsman,2,Recent-Form Batters
Ramandeep Singh,IPL,Batsman,2,Recent-Form Batters
Rashid Khan,IPL,Batsman,2,Recent-Form Batters
S Anirudha,IPL,Batsman,3,Developing Batters
S Badrinath,IPL,Batsman,0,"Established Batters, Low Recent Activity"
S Dhawan,IPL,Batsman,1,Elite High-Volume Batters
S Dube,IPL,Batsman,2,Recent-Form Batters
S Milenko,BBL,Batsman,3,Developing Batters
S Sohal,IPL,Batsman,3,Developing Batters
SA Asnodkar,IPL,Batsman,3,Developing Batters
SA Northeast,T20_Blast,Batsman,1,Elite High-Volume Batters
SA Yadav,IPL,Batsman,1,Elite High-Volume Batters
SA Zaib,T20_Blast,Batsman,2,Recent-Form Batters
SB Harper,BBL,Wicketkeeper-Batsman,1,Elite High-Volume Batters
SC Ganguly,IPL,Batsman,0,"Established Batters, Low Recent Activity"
SD Heazlett,BBL,Batsman,2,Recent-Form Batters
SD Hope,CPL,Wicketkeeper-Batsman,1,Elite High-Volume Batters
SE Gotch,BBL,Wicketkeeper-Batsman,3,Developing Batters
SE Marsh,BBL,Batsman,1,Elite High-Volume Batters
SE Marsh,IPL,Batsman,0,"Established Batters, Low Recent Activity"
SE Marsh,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
SE Rutherford,CPL,Batsman,2,Recent-Form Batters
SE Rutherford,PSL,Batsman,2,Recent-Form Batters
SG Budinger,T20_Blast,Batsman,3,Developing Batters
SL Elstone,T20_Blast,Batsman,3,Developing Batters
SM Davies,T20_Blast,Wicketkeeper-Batsman,0,"Established Batters, Low Recent Activity"
SM Ervine,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
SM Katich,BBL,Batsman,0,"Established Batters, Low Recent Activity"
SM Katich,IPL,Batsman,0,"Established Batters, Low Recent Activity"
SM Whiteman,BBL,Wicketkeeper-Batsman,3,Developing Batters
SN Khan,IPL,Batsman,2,Recent-Form Batters
SO Dowrich,CPL,Batsman,3,Developing Batters
SO Hetmyer,CPL,Batsman,1,Elite High-Volume Batters
SO Hetmyer,IPL,Batsman,2,Recent-Form Batters
SP Fleming,IPL,Batsman,3,Developing Batters
SP Goswami,IPL,Wicketkeeper-Batsman,3,Developing Batters
SPD Smith,BBL,Batsman,2,Recent-Form Batters
SPD Smith,IPL,Batsman,1,Elite High-Volume Batters
SR Dickson,T20_Blast,Batsman,2,Recent-Form Batters
SR Hain,BBL,Batsman,3,Developing Batters
SR Hain,T20_Blast,Batsman,1,Elite High-Volume Batters
SR Taylor,CPL,Batsman,3,Developing Batters
SR Tendulkar,IPL,Batsman,0,"Established Batters, Low Recent Activity"
SR Watson,CPL,Batsman,0,"Established Batters, Low Recent Activity"
SS Eskinazi,BBL,Batsman,3,Developing Batters
SS Eskinazi,T20_Blast,Batsman,1,Elite High-Volume Batters
SS Iyer,IPL,Batsman,1,Elite High-Volume Batters
SS Prabhudessai,IPL,Batsman,3,Developing Batters
SS Tiwary,IPL,Batsman,0,"Established Batters, Low Recent Activity"
SSJ Brooks,CPL,Batsman,2,Recent-Form Batters
SV Samson,IPL,Wicketkeeper-Batsman,1,Elite High-Volume Batters
SW Billings,BBL,Wicketkeeper-Batsman,2,Recent-Form Batters
SW Billings,IPL,Wicketkeeper-Batsman,2,Recent-Form Batters
SW Billings,PSL,Wicketkeeper-Batsman,2,Recent-Form Batters
SW Billings,T20_Blast,Wicketkeeper-Batsman,1,Elite High-Volume Batters
SW Poynter,T20_Blast,Wicketkeeper-Batsman,0,"Established Batters, Low Recent Activity"
Sachin Baby,IPL,Batsman,3,Developing Batters
Sahibzada Farhan,PSL,Batsman,2,Recent-Form Batters
Saim Ayub,CPL,Batsman,2,Recent-Form Batters
Saim Ayub,PSL,Batsman,2,Recent-Form Batters
Sarfraz Ahmed,PSL,Wicketkeeper-Batsman,1,Elite High-Volume Batters
Saud Shakeel,PSL,Batsman,2,Recent-Form Batters
Shan Masood,PSL,Batsman,1,Elite High-Volume Batters
Shan Masood,T20_Blast,Batsman,2,Recent-Form Batters
Sharjeel Khan,PSL,Batsman,2,Recent-Form Batters
Shashank Singh,IPL,Batsman,2,Recent-Form Batters
Shubman Gill,IPL,Batsman,1,Elite High-Volume Batters
Sikandar Raza,PSL,Batsman,2,Recent-Form Batters
Sohaib Maqsood,PSL,Batsman,2,Recent-Form Batters
Sohail Akhtar,PSL,Batsman,2,Recent-Form Batters
T Banton,BBL,Wicketkeeper-Batsman,2,Recent-Form Batters
T Banton,T20_Blast,Wicketkeeper-Batsman,1,Elite High-Volume Batters
T Kelly,BBL,Batsman,3,Developing Batters
T Kohler-Cadmore,PSL,Batsman,2,Recent-Form Batters
T Kohler-Cadmore,T20_Blast,Batsman,1,Elite High-Volume Batters
T Poynton,T20_Blast,Batsman,3,Developing Batters
T Stubbs,IPL,Batsman,2,Recent-Form Batters
T Webster,CPL,Batsman,3,Developing Batters
T Westley,T20_Blast,Batsman,1,Elite High-Volume Batters
TA Wood,T20_Blast,Batsman,2,Recent-Form Batters
TB Abell,T20_Blast,Batsman,1,Elite High-Volume Batters
TC Bruce,T20_Blast,Batsman,3,Developing Batters
TC Knight,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
TC Smith,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
TD Paine,BBL,Wicketkeeper-Batsman,0,"Established Batters, Low Recent Activity"
TE Albert,T20_Blast,Batsman,2,Recent-Form Batters
TF Rogers,BBL,Batsman,3,Developing Batters
TGR Clark,T20_Blast,Batsman,2,Recent-Form Batters
TH David,BBL,Batsman,2,Recent-Form Batters
TH David,CPL,Batsman,2,Recent-Form Batters
TH David,IPL,Batsman,2,Recent-Form Batters
TH David,PSL,Batsman,2,Recent-Form Batters
TH David,T20_Blast,Batsman,2,Recent-Form Batters
TIF Triffitt,BBL,Batsman,3,Developing Batters
TJ Moores,T20_Blast,Wicketkeeper-Batsman,1,Elite High-Volume Batters
TJ Prest,T20_Blast,Batsman,2,Recent-Form Batters
TJ Wells,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
TL Seifert,BBL,Wicketkeeper-Batsman,3,Developing Batters
TL Seifert,CPL,Wicketkeeper-Batsman,2,Recent-Form Batters
TL Suman,IPL,Batsman,3,Developing Batters
TLW Cooper,BBL,Batsman,0,"Established Batters, Low Recent Activity"
TM Beaton,BBL,Batsman,0,"Established Batters, Low Recent Activity"
TM Dilshan,T20_Blast,Batsman,3,Developing Batters
TM Head,IPL,Batsman,2,Recent-Form Batters
TM Head,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
TP Alsop,T20_Blast,Wicketkeeper-Batsman,1,Elite High-Volume Batters
TP Ludeman,BBL,Wicketkeeper-Batsman,0,"Established Batters, Low Recent Activity"
TR Ambrose,T20_Blast,Wicketkeeper-Batsman,3,Developing Batters
TR Bevan,T20_Blast,Batsman,3,Developing Batters
TR Birt,BBL,Batsman,0,"Established Batters, Low Recent Activity"
TS Muyeye,T20_Blast,Batsman,2,Recent-Form Batters
TWM Latham,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
Tamim Iqbal,PSL,Batsman,0,"Established Batters, Low Recent Activity"
Tilak Varma,IPL,Batsman,2,Recent-Form Batters
UBT Chand,IPL,Batsman,3,Developing Batters
UT Khawaja,BBL,Batsman,1,Elite High-Volume Batters
UT Khawaja,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
Umar Akmal,CPL,Wicketkeeper-Batsman,3,Developing Batters
Umar Akmal,PSL,Wicketkeeper-Batsman,2,Recent-Form Batters
Umar Amin,PSL,Batsman,3,Developing Batters
Usman Khan,PSL,Batsman,2,Recent-Form Batters
V Chopra,T20_Blast,Batsman,1,Elite High-Volume Batters
V Kohli,IPL,Batsman,1,Elite High-Volume Batters
V Sehwag,IPL,Batsman,1,Elite High-Volume Batters
V Shankar,IPL,Batsman,2,Recent-Form Batters
VR Iyer,IPL,Batsman,2,Recent-Form Batters
VVS Laxman,IPL,Batsman,3,Developing Batters
WAR Fraine,T20_Blast,Batsman,2,Recent-Form Batters
WCF Smeed,PSL,Batsman,2,Recent-Form Batters
WCF Smeed,T20_Blast,Batsman,1,Elite High-Volume Batters
WEL Buttleman,T20_Blast,Batsman,3,Developing Batters
WG Bosisto,BBL,Batsman,3,Developing Batters
WKD Perkins,CPL,Batsman,3,Developing Batters
WP Saha,IPL,Wicketkeeper-Batsman,1,Elite High-Volume Batters
WT Root,T20_Blast,Batsman,3,Developing Batters
WT Smale,T20_Blast,Batsman,2,Recent-Form Batters
WTS Porterfield,T20_Blast,Batsman,0,"Established Batters, Low Recent Activity"
Y Nagar,IPL,Batsman,3,Developing Batters
Y Venugopal Rao,IPL,Batsman,0,"Established Batters, Low Recent Activity"
YBK Jaiswal,IPL,Batsman,2,Recent-Form Batters
YV Takawale,IPL,Wicketkeeper-Batsman,3,Developing Batters
Yasir Khan,PSL,Batsman,2,Recent-Form Batters
Z Crawley,BBL,Batsman,2,Recent-Form Batters
Z Crawley,T20_Blast,Batsman,2,Recent-Form Batters
Zeeshan Ashraf,PSL,Batsman,3,Developing Batters
