player_name,league,target_season,cutoff_season,forecast_prob_poor,forecast_prob_average,forecast_prob_elite,role,recent_form,recent_form_percentile,n_recent_seasons_used,reliability,reliability_percentile,forecast_expected_tier,forecast_normalized,forecast_predicted_tier,eligible,forecast_model,forecast_model_status
JDM Evison,T20_Blast,2024,2023,0.38016656,0.44214222,0.17769118,Bowler,49.27,0.4838709677419355,1,0.2667,0.2345679012345679,0.7975245799999999,0.39876228999999996,Average,1,FT-Transformer,frozen_primary
JDS Neesham,T20_Blast,2024,2023,0.16274503,0.39948037,0.43777466,All-Rounder,73.55,0.7619047619047619,2,1.0,0.6190476190476191,1.27502969,0.637514845,Elite,1,FT-Transformer,frozen_primary
JE Root,T20_Blast,2024,2023,0.58342034,0.31326824,0.10331144,Batsman,21.8075,0.1948051948051948,2,0.6,0.3870967741935484,0.51989112,0.25994556,Poor,1,FT-Transformer,frozen_primary
JG Bethell,T20_Blast,2024,2023,0.42526007,0.38850683,0.1862331,Batsman,39.16333333333334,0.3636363636363636,2,0.6,0.3870967741935484,0.76097303,0.380486515,Poor,1,FT-Transformer,frozen_primary
JH Davey,T20_Blast,2024,2023,0.11754425,0.2610592,0.62139654,Bowler,72.80600000000001,0.6935483870967742,3,1.0,0.7962962962962963,1.50385228,0.75192614,Elite,1,FT-Transformer,frozen_primary
JH Wharton,T20_Blast,2024,2023,0.41336152,0.44848245,0.13815606,Batsman,49.15,0.5844155844155844,1,0.2667,0.1720430107526881,0.72479457,0.362397285,Average,1,FT-Transformer,frozen_primary
JJ Bazley,BBL,2024,2023,0.4485597,0.31706136,0.23437898,All-Rounder,49.92100000000001,0.2608695652173913,3,1.0,0.5869565217391305,0.78581932,0.39290966,Poor,1,FT-Transformer,frozen_primary
JJ Bohannon,T20_Blast,2024,2023,0.7178082,0.20541614,0.076775685,Batsman,4.057,0.0389610389610389,3,0.5667,0.3440860215053763,0.35896751,0.179483755,Poor,1,FT-Transformer,frozen_primary
JJ Bumrah,IPL,2024,2023,0.16945384,0.2033544,0.6271917,Bowler,82.3775,0.9591836734693876,2,1.0,0.8194444444444444,1.4577378,0.7288689,Elite,1,FT-Transformer,frozen_primary
JJ Bushnell,T20_Blast,2024,2023,0.46350214,0.40009615,0.13640173,Batsman,6.32,0.0779220779220779,1,0.1,0.0591397849462365,0.67289961,0.336449805,Poor,1,FT-Transformer,frozen_primary
JJ Cobb,T20_Blast,2024,2023,0.24908842,0.49089327,0.2600183,All-Rounder,45.038,0.1428571428571428,3,1.0,0.6190476190476191,1.01092987,0.505464935,Average,1,FT-Transformer,frozen_primary
JJ Peirson,BBL,2024,2023,0.48214892,0.39487633,0.1229748,Wicketkeeper-Batsman,34.69800000000001,0.25,3,1.0,0.6153846153846154,0.64082593,0.320412965,Poor,1,FT-Transformer,frozen_primary
JJ Roy,PSL,2024,2023,0.2073064,0.5409531,0.25174046,Batsman,68.44333333333334,0.88,2,0.9333,0.7058823529411765,1.04443402,0.52221701,Average,1,FT-Transformer,frozen_primary
JJ Roy,T20_Blast,2024,2023,0.21566883,0.499169,0.28516215,Batsman,36.343,0.3116883116883117,3,1.0,0.7956989247311828,1.0694933,0.53474665,Average,1,FT-Transformer,frozen_primary
JJ Weatherley,T20_Blast,2024,2023,0.14792,0.473765,0.3783151,Batsman,61.29200000000001,0.8051948051948052,3,1.0,0.7956989247311828,1.2303952,0.6151976,Average,1,FT-Transformer,frozen_primary
JJS Sangha,BBL,2024,2023,0.6576521,0.25686234,0.08548556,Batsman,18.952000000000005,0.1891891891891892,3,0.9667,0.5111111111111111,0.42783346,0.21391673,Poor,1,FT-Transformer,frozen_primary
JK Fuller,T20_Blast,2024,2023,0.09821585,0.31265634,0.5891278,All-Rounder,66.12700000000001,0.5555555555555556,3,1.0,0.6190476190476191,1.49091194,0.74545597,Elite,1,FT-Transformer,frozen_primary
JL Denly,T20_Blast,2024,2023,0.09625816,0.3800311,0.5237107,All-Rounder,52.72500000000001,0.365079365079365,3,1.0,0.6190476190476191,1.4274525,0.71372625,Elite,1,FT-Transformer,frozen_primary
JL Smith,T20_Blast,2024,2023,0.29792586,0.5171912,0.18488294,Wicketkeeper-Batsman,42.11000000000001,0.0909090909090909,3,1.0,0.5681818181818182,0.88695708,0.44347854,Average,1,FT-Transformer,frozen_primary
JL du Plooy,T20_Blast,2024,2023,0.365294,0.47911844,0.1555875,Batsman,61.39700000000001,0.8181818181818182,3,1.0,0.7956989247311828,0.7902934399999999,0.39514671999999995,Average,1,FT-Transformer,frozen_primary
JLB Davies,T20_Blast,2024,2023,0.33455274,0.49817422,0.16727313,Batsman,46.32333333333334,0.5324675324675324,2,0.8,0.5,0.83272048,0.41636024,Average,1,FT-Transformer,frozen_primary
JM Bairstow,IPL,2024,2023,0.31727135,0.5020877,0.1806409,Wicketkeeper-Batsman,57.8475,0.2857142857142857,2,1.0,0.6666666666666666,0.8633695,0.43168475,Average,1,FT-Transformer,frozen_primary
JM Bird,BBL,2024,2023,0.22865531,0.26172918,0.5096155,Bowler,66.73100000000001,0.65625,3,1.0,0.75,1.2809601800000001,0.6404800900000001,Elite,1,FT-Transformer,frozen_primary
JM Blatherwick,T20_Blast,2024,2023,0.34479713,0.3582258,0.29697707,Bowler,,,0,0.1667,0.1358024691358024,0.95217994,0.47608997,Average,1,FT-Transformer,frozen_primary
JM Clarke,BBL,2024,2023,0.28140208,0.52650636,0.19209157,Wicketkeeper-Batsman,50.00000000000001,0.5,3,1.0,0.6153846153846154,0.9106894999999999,0.45534474999999996,Average,1,FT-Transformer,frozen_primary
JM Clarke,T20_Blast,2024,2023,0.09450303,0.39652744,0.5089695,Wicketkeeper-Batsman,77.79600000000002,0.9090909090909092,3,1.0,0.5681818181818182,1.41446644,0.70723322,Elite,1,FT-Transformer,frozen_primary
JM Coles,T20_Blast,2024,2023,0.46959218,0.3578127,0.17259505,Batsman,,,0,0.3333,0.2150537634408602,0.7030027999999999,0.35150139999999996,Poor,1,FT-Transformer,frozen_primary
JM Cox,T20_Blast,2024,2023,0.124069944,0.47061887,0.40531117,Wicketkeeper-Batsman,77.92700000000002,0.9545454545454546,3,1.0,0.5681818181818182,1.2812412100000001,0.6406206050000001,Average,1,FT-Transformer,frozen_primary
JM De Caires,T20_Blast,2024,2023,0.32290572,0.38970807,0.28738624,Bowler,23.773333333333333,0.1612903225806451,2,0.3,0.2654320987654321,0.96448055,0.482240275,Average,1,FT-Transformer,frozen_primary
JM James,CPL,2024,2023,0.5209276,0.22798935,0.25108305,Bowler,7.81,0.0952380952380952,1,0.1,0.1296296296296296,0.7301554499999999,0.36507772499999996,Poor,1,FT-Transformer,frozen_primary
JM Sharma,IPL,2024,2023,0.15884088,0.50159496,0.3395642,Wicketkeeper-Batsman,56.0,0.2142857142857142,1,0.8,0.2666666666666666,1.18072336,0.59036168,Average,1,FT-Transformer,frozen_primary
JM Vince,BBL,2024,2023,0.20642863,0.5324947,0.2610767,Batsman,51.08500000000001,0.8378378378378378,3,1.0,0.7666666666666667,1.0546481,0.52732405,Average,1,FT-Transformer,frozen_primary
JM Vince,PSL,2024,2023,0.2604857,0.5375968,0.20191737,Batsman,46.57200000000001,0.44,3,1.0,0.8676470588235294,0.94143154,0.47071577,Average,1,FT-Transformer,frozen_primary
JM Vince,T20_Blast,2024,2023,0.08762404,0.34765396,0.56472194,Batsman,87.83200000000001,1.0,3,1.0,0.7956989247311828,1.4770978399999999,0.7385489199999999,Elite,1,FT-Transformer,frozen_primary
JMR Taylor,T20_Blast,2024,2023,0.4592861,0.41052097,0.13019292,Batsman,43.18000000000001,0.4675324675324675,3,1.0,0.7956989247311828,0.67090681,0.335453405,Poor,1,FT-Transformer,frozen_primary
JN Hamilton,CPL,2024,2023,0.70750844,0.20119153,0.09129997,Batsman,,,0,0.1667,0.4583333333333333,0.38379147,0.191895735,Poor,1,FT-Transformer,frozen_primary
JNT Seales,CPL,2024,2023,0.5225385,0.24971765,0.22774385,Bowler,31.876000000000005,0.3809523809523809,3,0.6333,0.6481481481481481,0.70520535,0.352602675,Poor,1,FT-Transformer,frozen_primary
JO Holder,CPL,2024,2023,0.08909266,0.23634452,0.6745628,All-Rounder,69.98700000000001,0.7368421052631579,3,1.0,0.631578947368421,1.58547012,0.79273506,Elite,1,FT-Transformer,frozen_primary
JP Behrendorff,BBL,2024,2023,0.08687598,0.1547101,0.75841385,Bowler,81.63000000000001,0.96875,3,1.0,0.75,1.6715377999999999,0.8357688999999999,Elite,1,FT-Transformer,frozen_primary
JP Greaves,CPL,2024,2023,0.6169186,0.27630296,0.10677836,Batsman,8.873333333333335,0.0833333333333333,2,0.3,0.5833333333333334,0.48985968,0.24492984,Poor,1,FT-Transformer,frozen_primary
JP Inglis,BBL,2024,2023,0.14035659,0.49139023,0.36825317,Wicketkeeper-Batsman,62.940000000000005,0.9166666666666666,3,1.0,0.6153846153846154,1.22789657,0.613948285,Average,1,FT-Transformer,frozen_primary
JP McIlroy,T20_Blast,2024,2023,0.1626503,0.20526229,0.6320874,Bowler,77.24,0.8225806451612904,1,0.5,0.3703703703703703,1.46943709,0.734718545,Elite,1,FT-Transformer,frozen_primary
JP Wood,BBL,2024,2023,0.59964883,0.20762108,0.1927301,Bowler,3.82,0.0625,1,0.0667,0.0595238095238095,0.59308128,0.29654064,Poor,1,FT-Transformer,frozen_primary
JR Doran,BBL,2024,2023,0.6577793,0.2265787,0.115642026,Batsman,,,0,0.1667,0.1777777777777777,0.457862752,0.228931376,Poor,1,FT-Transformer,frozen_primary
JR Philippe,BBL,2024,2023,0.13670284,0.4790319,0.38426527,Wicketkeeper-Batsman,57.46200000000001,0.6666666666666666,3,1.0,0.6153846153846154,1.24756244,0.62378122,Average,1,FT-Transformer,frozen_primary
JS Louis,CPL,2024,2023,0.5968233,0.18731622,0.21586052,Bowler,,,0,0.1667,0.2222222222222222,0.61903726,0.30951863,Poor,1,FT-Transformer,frozen_primary
JS Paris,BBL,2024,2023,0.39589888,0.25712225,0.34697887,Bowler,54.62600000000001,0.4375,3,1.0,0.75,0.95107999,0.475539995,Poor,1,FT-Transformer,frozen_primary
JT Ball,T20_Blast,2024,2023,0.16768633,0.19508968,0.637224,Bowler,74.24800000000002,0.7580645161290323,3,1.0,0.7962962962962963,1.46953768,0.73476884,Elite,1,FT-Transformer,frozen_primary
JW Wells,BBL,2024,2023,0.58547544,0.31857297,0.09595151,Batsman,49.41000000000001,0.7567567567567568,3,1.0,0.7666666666666667,0.51047599,0.255237995,Poor,1,FT-Transformer,frozen_primary
James Bracey,T20_Blast,2024,2023,0.409782,0.44978178,0.14043623,Wicketkeeper-Batsman,44.440000000000005,0.2272727272727272,3,1.0,0.5681818181818182,0.73065424,0.36532712,Average,1,FT-Transformer,frozen_primary
Jaskaran Singh,T20_Blast,2024,2023,0.70762473,0.16276844,0.12960686,Bowler,,,0,0.0667,0.0246913580246913,0.42198216,0.21099108,Poor,1,FT-Transformer,frozen_primary
K Alleyne,CPL,2024,2023,0.61742455,0.27357388,0.10900151,Bowler,4.9,0.0476190476190476,1,0.1,0.1296296296296296,0.4915769,0.24578845,Poor,1,FT-Transformer,frozen_primary
K Gowtham,IPL,2024,2023,0.2192215,0.4212531,0.35952544,All-Rounder,49.17333333333334,0.1818181818181818,2,0.95,0.1363636363636363,1.1403039799999999,0.5701519899999999,Average,1,FT-Transformer,frozen_primary
K Pierre,CPL,2024,2023,0.21163554,0.2762104,0.5121541,Bowler,49.443000000000005,0.5238095238095238,3,1.0,0.925925925925926,1.3005186,0.6502593,Elite,1,FT-Transformer,frozen_primary
K Pitman,CPL,2024,2023,0.5295385,0.1998329,0.27062863,Bowler,,,0,0.0667,0.074074074074074,0.7410901599999999,0.37054507999999997,Poor,1,FT-Transformer,frozen_primary
K Rabada,IPL,2024,2023,0.20075347,0.25976676,0.5394798,Bowler,68.56600000000002,0.7346938775510204,3,1.0,0.8194444444444444,1.33872636,0.66936318,Elite,1,FT-Transformer,frozen_primary
K Sinclair,CPL,2024,2023,0.5409556,0.23269108,0.22635324,Bowler,14.589999999999998,0.1428571428571428,2,0.2667,0.3333333333333333,0.68539756,0.34269878,Poor,1,FT-Transformer,frozen_primary
KA Anderson,CPL,2024,2023,0.6722528,0.245834,0.08191318,Batsman,,,0,0.1,0.2916666666666667,0.40966036,0.20483018,Poor,1,FT-Transformer,frozen_primary
KA Pollard,CPL,2024,2023,0.14422636,0.45912045,0.3966532,All-Rounder,40.51900000000001,0.1052631578947368,3,1.0,0.631578947368421,1.25242685,0.626213425,Average,1,FT-Transformer,frozen_primary
KA Pollard,PSL,2024,2023,0.17576662,0.5124285,0.3118049,All-Rounder,64.62,0.7,1,0.8833500000000001,0.2,1.1360383,0.56801915,Average,1,FT-Transformer,frozen_primary
KD Karthik,IPL,2024,2023,0.13199668,0.4545264,0.41347697,Wicketkeeper-Batsman,59.06400000000001,0.4285714285714285,3,1.0,0.6666666666666666,1.2814803399999999,0.6407401699999999,Average,1,FT-Transformer,frozen_primary
KH Pandya,IPL,2024,2023,0.07258076,0.22213498,0.70528424,All-Rounder,59.65000000000001,0.3636363636363636,3,1.0,0.6136363636363636,1.63270346,0.81635173,Elite,1,FT-Transformer,frozen_primary
KHM James,CPL,2024,2023,0.69373286,0.22528549,0.080981694,Batsman,,,0,0.0333,0.0833333333333333,0.387248878,0.193624439,Poor,1,FT-Transformer,frozen_primary
KK Ahmed,IPL,2024,2023,0.16585925,0.21360609,0.6205346,Bowler,66.75600000000001,0.673469387755102,3,1.0,0.8194444444444444,1.4546752900000002,0.7273376450000001,Elite,1,FT-Transformer,frozen_primary
KK Jennings,T20_Blast,2024,2023,0.23153636,0.4674167,0.30104688,All-Rounder,49.82999999999999,0.2698412698412698,2,0.98335,0.2222222222222222,1.06951046,0.53475523,Average,1,FT-Transformer,frozen_primary
KL Rahul,IPL,2024,2023,0.114713475,0.44996953,0.43531704,Wicketkeeper-Batsman,72.049,0.7857142857142857,3,1.0,0.6666666666666666,1.32060361,0.660301805,Average,1,FT-Transformer,frozen_primary
KMA Paul,CPL,2024,2023,0.18205273,0.49244052,0.32550672,All-Rounder,62.26000000000001,0.4736842105263157,3,1.0,0.631578947368421,1.14345396,0.57172698,Average,1,FT-Transformer,frozen_primary
KO Wickham,CPL,2024,2023,0.72715616,0.19662152,0.0762223,Batsman,,,0,0.0667,0.2083333333333333,0.34906612000000004,0.17453306000000002,Poor,1,FT-Transformer,frozen_primary
KR Mayers,CPL,2024,2023,0.18629633,0.5001552,0.31354848,All-Rounder,56.214,0.3684210526315789,3,1.0,0.631578947368421,1.12725216,0.56362608,Average,1,FT-Transformer,frozen_primary
KR Patterson,BBL,2024,2023,0.58903694,0.3153155,0.09564754,Batsman,27.070000000000004,0.2972972972972973,3,1.0,0.7666666666666667,0.50661058,0.25330529,Poor,1,FT-Transformer,frozen_primary
KR Sen,IPL,2024,2023,0.6476419,0.20250216,0.14985593,Bowler,6.91,0.0612244897959183,1,0.3,0.3263888888888889,0.50221402,0.25110701,Poor,1,FT-Transformer,frozen_primary
KS Carlson,T20_Blast,2024,2023,0.25845453,0.52922153,0.212324,Batsman,55.51200000000001,0.7142857142857143,3,1.0,0.7956989247311828,0.9538695300000001,0.47693476500000004,Average,1,FT-Transformer,frozen_primary
KS Williamson,IPL,2024,2023,0.47661576,0.3870246,0.13635957,Batsman,46.35,0.375,2,1.0,0.7741935483870968,0.65974374,0.32987187,Poor,1,FT-Transformer,frozen_primary
KU Carty,CPL,2024,2023,0.5369726,0.3553365,0.10769095,Batsman,17.46,0.25,1,0.1333,0.375,0.5707184,0.2853592,Poor,1,FT-Transformer,frozen_primary
KV Sharma,IPL,2024,2023,0.30757284,0.25822085,0.43420637,All-Rounder,65.69,0.6818181818181818,1,1.0,0.6136363636363636,1.12663359,0.563316795,Elite,1,FT-Transformer,frozen_primary
KW Richardson,BBL,2024,2023,0.22821277,0.2863367,0.48545057,All-Rounder,67.44000000000001,0.7391304347826086,3,1.0,0.5869565217391305,1.2572378400000002,0.6286189200000001,Elite,1,FT-Transformer,frozen_primary
Kamran Ghulam,PSL,2024,2023,0.5602898,0.33103672,0.108673476,Batsman,36.75666666666668,0.2,2,0.6333,0.5735294117647058,0.548383672,0.274191836,Poor,1,FT-Transformer,frozen_primary
Kartik Tyagi,IPL,2024,2023,0.61217076,0.21797825,0.16985098,Bowler,16.782000000000004,0.1632653061224489,3,0.6333,0.5486111111111112,0.55768021,0.278840105,Poor,1,FT-Transformer,frozen_primary
Kashif Ali,T20_Blast,2024,2023,0.391165,0.46225682,0.14657807,Batsman,42.76,0.4415584415584415,1,0.7,0.4516129032258064,0.75541296,0.37770648,Average,1,FT-Transformer,frozen_primary
Khurram Shahzad,PSL,2024,2023,0.55778724,0.23638394,0.20582879,Bowler,22.673333333333336,0.1363636363636363,2,0.3333,0.390625,0.64804152,0.32402076,Poor,1,FT-Transformer,frozen_primary
Khushdil Shah,PSL,2024,2023,0.22898977,0.50078374,0.2702265,All-Rounder,45.86200000000001,0.3,3,0.9,0.3,1.04123674,0.52061837,Average,1,FT-Transformer,frozen_primary
Kuldeep Yadav,IPL,2024,2023,0.09742111,0.18719186,0.715387,Bowler,73.56666666666668,0.8367346938775511,2,1.0,0.8194444444444444,1.61796586,0.80898293,Elite,1,FT-Transformer,frozen_primary
L Gregory,T20_Blast,2024,2023,0.06828234,0.20120777,0.7305098,All-Rounder,71.79400000000001,0.7301587301587301,3,1.0,0.6190476190476191,1.66222737,0.831113685,Elite,1,FT-Transformer,frozen_primary
L Pope,BBL,2024,2023,0.34247053,0.2402387,0.41729078,Bowler,65.28142857142859,0.5625,2,1.0,0.75,1.0748202599999999,0.5374101299999999,Elite,1,FT-Transformer,frozen_primary
L Scott,BBL,2024,2023,0.6686973,0.1947799,0.13652278,Batsman,1.88,0.027027027027027,1,0.1,0.1111111111111111,0.46782546,0.23391273,Poor,1,FT-Transformer,frozen_primary
L Wood,PSL,2024,2023,0.5805449,0.17202854,0.24742658,Bowler,,,0,0.0333,0.046875,0.6668817,0.33344085,Poor,1,FT-Transformer,frozen_primary
L Wood,T20_Blast,2024,2023,0.07907493,0.16846523,0.7524599,Bowler,77.78900000000002,0.8709677419354839,3,1.0,0.7962962962962963,1.67338503,0.836692515,Elite,1,FT-Transformer,frozen_primary
LA Dawson,T20_Blast,2024,2023,0.06760265,0.21182182,0.7205755,All-Rounder,75.87800000000001,0.8888888888888888,3,1.0,0.6190476190476191,1.65297282,0.82648641,Elite,1,FT-Transformer,frozen_primary
LBK Hollman,T20_Blast,2024,2023,0.08808747,0.27900732,0.63290524,All-Rounder,64.468,0.5079365079365079,3,1.0,0.6190476190476191,1.5448178000000001,0.7724089000000001,Elite,1,FT-Transformer,frozen_primary
LD McManus,T20_Blast,2024,2023,0.2801775,0.50896955,0.21085295,Wicketkeeper-Batsman,46.143000000000015,0.2727272727272727,3,1.0,0.5681818181818182,0.9306754500000001,0.46533772500000004,Average,1,FT-Transformer,frozen_primary
LH Ferguson,IPL,2024,2023,0.3574358,0.33597603,0.3065881,Bowler,38.90200000000001,0.3061224489795918,3,1.0,0.8194444444444444,0.9491522299999999,0.47457611499999997,Poor,1,FT-Transformer,frozen_primary
LJ Evans,BBL,2024,2023,0.22335854,0.538396,0.23824547,Batsman,75.16,1.0,1,0.6333,0.4,1.01488694,0.50744347,Average,1,FT-Transformer,frozen_primary
LJ Evans,PSL,2024,2023,0.6886891,0.21283093,0.098479964,Batsman,,,0,0.1667,0.1029411764705882,0.40979085800000004,0.20489542900000002,Poor,1,FT-Transformer,frozen_primary
LJ Evans,T20_Blast,2024,2023,0.09460527,0.37746555,0.5279292,Batsman,67.62200000000001,0.8961038961038961,3,1.0,0.7956989247311828,1.43332395,0.716661975,Elite,1,FT-Transformer,frozen_primary
LJ Fletcher,T20_Blast,2024,2023,0.45058772,0.27324656,0.27616566,Bowler,31.605000000000004,0.2903225806451613,3,1.0,0.7962962962962963,0.82557788,0.41278894,Poor,1,FT-Transformer,frozen_primary
LM Reece,T20_Blast,2024,2023,0.20649287,0.5153475,0.2781596,All-Rounder,46.90300000000001,0.1904761904761904,3,1.0,0.6190476190476191,1.0716667,0.53583335,Average,1,FT-Transformer,frozen_primary
LP Goldsworthy,T20_Blast,2024,2023,0.5344053,0.30515668,0.16043803,Bowler,66.04999999999998,0.6451612903225806,2,0.7667,0.4938271604938271,0.6260327400000001,0.31301637000000004,Poor,1,FT-Transformer,frozen_primary
LPJ Kimber,T20_Blast,2024,2023,0.5079218,0.37857455,0.11350362,Batsman,43.92666666666667,0.4805194805194805,2,0.5667,0.3440860215053763,0.60558179,0.302790895,Poor,1,FT-Transformer,frozen_primary
LR Morris,BBL,2024,2023,0.2004009,0.2548577,0.5447414,Bowler,66.162,0.625,3,0.9,0.4523809523809524,1.3443405000000002,0.6721702500000001,Elite,1,FT-Transformer,frozen_primary
LS Livingstone,IPL,2024,2023,0.2451333,0.53290766,0.22195905,Batsman,62.728,0.6666666666666666,3,1.0,0.7741935483870968,0.97682576,0.48841288,Average,1,FT-Transformer,frozen_primary
LS Livingstone,T20_Blast,2024,2023,0.07766283,0.29468596,0.62765115,All-Rounder,62.61900000000001,0.4603174603174603,3,1.0,0.6190476190476191,1.5499882600000001,0.7749941300000001,Elite,1,FT-Transformer,frozen_primary
LW James,T20_Blast,2024,2023,0.63500446,0.26932406,0.095671535,Batsman,29.25333333333333,0.2597402597402597,2,0.4333,0.2688172043010752,0.46066713,0.230333565,Poor,1,FT-Transformer,frozen_primary
LWP Wells,T20_Blast,2024,2023,0.08625717,0.31283197,0.6009109,All-Rounder,64.08000000000001,0.492063492063492,3,0.93335,0.1587301587301587,1.51465377,0.757326885,Elite,1,FT-Transformer,frozen_primary
Lalit Yadav,IPL,2024,2023,0.6319003,0.2710924,0.09700726,Batsman,40.30666666666667,0.3333333333333333,2,0.6333,0.4193548387096774,0.46510692,0.23255346,Poor,1,FT-Transformer,frozen_primary
M Bryant,BBL,2024,2023,0.381354,0.4706966,0.14794937,Batsman,42.07400000000001,0.5405405405405406,3,1.0,0.7666666666666667,0.7665953400000001,0.38329767000000003,Average,1,FT-Transformer,frozen_primary
M Gilkes,BBL,2024,2023,0.652003,0.26374376,0.08425327,Batsman,27.453000000000007,0.3243243243243243,3,1.0,0.7666666666666667,0.4322503,0.21612515,Poor,1,FT-Transformer,frozen_primary
M Jansen,IPL,2024,2023,0.18788114,0.24730438,0.5648145,Bowler,62.82333333333334,0.5714285714285714,2,0.6,0.5277777777777778,1.37693338,0.68846669,Elite,1,FT-Transformer,frozen_primary
M Kelly,BBL,2024,2023,0.30640134,0.2660326,0.42756605,Bowler,75.6925,0.84375,2,1.0,0.75,1.1211647,0.56058235,Elite,1,FT-Transformer,frozen_primary
M Labuschagne,BBL,2024,2023,0.5787671,0.32379204,0.09744079,Batsman,22.863000000000003,0.2432432432432432,3,0.8667,0.4888888888888889,0.51867362,0.25933681,Poor,1,FT-Transformer,frozen_primary
M Labuschagne,T20_Blast,2024,2023,0.41385105,0.42315918,0.16298974,Batsman,47.45,0.5584415584415584,1,0.4333,0.2688172043010752,0.7491386600000001,0.37456933000000003,Average,1,FT-Transformer,frozen_primary
M Markande,IPL,2024,2023,0.12605518,0.27093065,0.60301423,Bowler,47.342000000000006,0.3877551020408163,3,1.0,0.8194444444444444,1.47695911,0.738479555,Elite,1,FT-Transformer,frozen_primary
M Montgomery,T20_Blast,2024,2023,0.3248719,0.49523324,0.17989491,Batsman,,,0,0.5,0.3064516129032258,0.85502306,0.42751153,Average,1,FT-Transformer,frozen_primary
M Pathirana,IPL,2024,2023,0.13845925,0.17497876,0.686562,Bowler,80.23,0.9387755102040816,1,0.4667,0.4652777777777778,1.54810276,0.77405138,Elite,1,FT-Transformer,frozen_primary
M Perry,BBL,2024,2023,0.5791576,0.18036546,0.240477,Bowler,,,0,0.0333,0.0238095238095238,0.66131946,0.33065973,Poor,1,FT-Transformer,frozen_primary
M Shahrukh Khan,IPL,2024,2023,0.32715347,0.49945587,0.17339067,Batsman,45.23,0.3541666666666667,2,1.0,0.7741935483870968,0.84623721,0.423118605,Average,1,FT-Transformer,frozen_primary
M Theekshana,IPL,2024,2023,0.12538075,0.20904644,0.6655728,Bowler,65.58,0.6530612244897959,1,0.7333,0.5694444444444444,1.54019204,0.77009602,Elite,1,FT-Transformer,frozen_primary
M de Lange,T20_Blast,2024,2023,0.2792094,0.3891841,0.33160648,Bowler,36.14500000000001,0.3387096774193548,3,1.0,0.7962962962962963,1.0523970599999999,0.5261985299999999,Average,1,FT-Transformer,frozen_primary
MA Agarwal,IPL,2024,2023,0.16544499,0.5128752,0.32167986,Batsman,51.522000000000006,0.4791666666666667,3,1.0,0.7741935483870968,1.15623492,0.57811746,Average,1,FT-Transformer,frozen_primary
MA Jones,T20_Blast,2024,2023,0.19234769,0.52799547,0.27965686,Batsman,52.7,0.6363636363636364,1,0.8333,0.521505376344086,1.08730919,0.543654595,Average,1,FT-Transformer,frozen_primary
MA Starc,IPL,2024,2023,0.31229112,0.23987202,0.44783682,Bowler,,,0,0.8667,0.6180555555555556,1.13554566,0.56777283,Elite,1,FT-Transformer,frozen_primary
MC Henriques,BBL,2024,2023,0.17101744,0.49270767,0.33627495,All-Rounder,52.23000000000001,0.3478260869565217,3,1.0,0.5869565217391305,1.16525757,0.582628785,Average,1,FT-Transformer,frozen_primary
MD Stoneman,T20_Blast,2024,2023,0.53918207,0.3468094,0.11400852,Batsman,23.18,0.2077922077922078,1,1.0,0.7956989247311828,0.57482644,0.28741322,Poor,1,FT-Transformer,frozen_primary
MD Taylor,T20_Blast,2024,2023,0.21865606,0.30641812,0.47492576,Bowler,41.239,0.4032258064516129,3,1.0,0.7962962962962963,1.25626964,0.62813482,Elite,1,FT-Transformer,frozen_primary
MDE Holden,T20_Blast,2024,2023,0.13317756,0.45544642,0.411376,Batsman,65.674,0.8441558441558441,3,1.0,0.7956989247311828,1.27819842,0.63909921,Average,1,FT-Transformer,frozen_primary
MG Neser,BBL,2024,2023,0.089899786,0.23423818,0.6758621,All-Rounder,69.49600000000001,0.782608695652174,3,1.0,0.5869565217391305,1.58596238,0.79298119,Elite,1,FT-Transformer,frozen_primary
MG Neser,T20_Blast,2024,2023,0.35502598,0.29602346,0.34895054,Bowler,,,0,0.3,0.2654320987654321,0.99392454,0.49696227,Poor,1,FT-Transformer,frozen_primary
MJ Guptill,PSL,2024,2023,0.22128807,0.5336825,0.2450294,Batsman,60.65,0.76,1,0.5,0.4558823529411764,1.0237413,0.51187065,Average,1,FT-Transformer,frozen_primary
MJ Henry,IPL,2024,2023,0.5786898,0.17444906,0.24686113,Bowler,,,0,0.0667,0.0486111111111111,0.66817132,0.33408566,Poor,1,FT-Transformer,frozen_primary
MJ Leach,T20_Blast,2024,2023,0.48807663,0.18458647,0.3273369,Bowler,,,0,0.0667,0.0246913580246913,0.83926027,0.419630135,Poor,1,FT-Transformer,frozen_primary
MJ Owen,BBL,2024,2023,0.7228435,0.19866222,0.0784942,Batsman,18.034,0.1621621621621621,3,0.3,0.2555555555555555,0.35565062000000003,0.17782531000000001,Poor,1,FT-Transformer,frozen_primary
MJ Potts,T20_Blast,2024,2023,0.18882832,0.26246208,0.5487096,Bowler,74.33,0.7741935483870968,1,1.0,0.7962962962962963,1.35988128,0.67994064,Elite,1,FT-Transformer,frozen_primary
MJ Santner,IPL,2024,2023,0.5196543,0.27628574,0.20405997,Bowler,40.44333333333334,0.3265306122448979,2,0.5,0.4930555555555556,0.68440568,0.34220284,Poor,1,FT-Transformer,frozen_primary
MJ Swepson,BBL,2024,2023,0.14552829,0.27820215,0.5762695,Bowler,64.32600000000002,0.53125,3,1.0,0.75,1.43074115,0.715370575,Elite,1,FT-Transformer,frozen_primary
